ocid,id,date,buyer_id,buyer_name,contracts_id,contracts_status,contracts_awardID,contracts_value_amount,contracts_value_currency,contracts_dateSigned,planning_budget_amount
ocds-5wno2w-CE-20200001883743-91603,CE-20200001883743-91603-2021-11-23T08:33:47.332Z,2020-07-29T00:00:00-05:00,EC-RUC-1360059870001,CENTRO DE SALUD A - PAJAN,CE-20200001883743-contract,terminated,CE-20200001883743,,,,
ocds-5wno2w-CE-20200001883744-91603,CE-20200001883744-91603-2021-11-23T08:33:47.367Z,2020-07-29T00:00:00-05:00,EC-RUC-1360059870001,CENTRO DE SALUD A - PAJAN,CE-20200001883744-contract,terminated,CE-20200001883744,,,,
ocds-5wno2w-CE-20200001883745-91603,CE-20200001883745-91603-2021-11-23T08:33:47.402Z,2020-07-29T00:00:00-05:00,EC-RUC-1360059870001,CENTRO DE SALUD A - PAJAN,CE-20200001883745-contract,terminated,CE-20200001883745,,,,
ocds-5wno2w-CE-20200001883746-91603,CE-20200001883746-91603-2021-11-23T08:33:47.437Z,2020-07-29T00:00:00-05:00,EC-RUC-1360059870001,CENTRO DE SALUD A - PAJAN,CE-20200001883746-contract,terminated,CE-20200001883746,,,,
ocds-5wno2w-CE-20200001883747-91603,CE-20200001883747-91603-2021-11-23T08:33:47.472Z,2020-07-29T00:00:00-05:00,EC-RUC-1360059870001,CENTRO DE SALUD A - PAJAN,CE-20200001883747-contract,terminated,CE-20200001883747,,,,
ocds-5wno2w-CE-20200001883770-110713,CE-20200001883770-110713-2021-11-23T08:33:47.542Z,2020-07-29T00:00:00-05:00,EC-RUC-1260019670001,JUNTA PARROQUIAL GUARE,CE-20200001883770-contract,terminated,CE-20200001883770,,,,
ocds-5wno2w-CE-20200001883771-110713,CE-20200001883771-110713-2021-11-23T08:33:47.582Z,2020-07-29T00:00:00-05:00,EC-RUC-1260019670001,JUNTA PARROQUIAL GUARE,CE-20200001883771-contract,terminated,CE-20200001883771,,,,
ocds-5wno2w-CE-20200001883772-110713,CE-20200001883772-110713-2021-11-23T08:33:47.616Z,2020-07-29T00:00:00-05:00,EC-RUC-1260019670001,JUNTA PARROQUIAL GUARE,CE-20200001883772-contract,terminated,CE-20200001883772,,,,
ocds-5wno2w-CE-20200001883773-110713,CE-20200001883773-110713-2021-11-23T08:33:47.649Z,2020-07-29T00:00:00-05:00,EC-RUC-1260019670001,JUNTA PARROQUIAL GUARE,CE-20200001883773-contract,terminated,CE-20200001883773,,,,
ocds-5wno2w-CE-20200001883774-110713,CE-20200001883774-110713-2021-11-23T08:33:47.683Z,2020-07-29T00:00:00-05:00,EC-RUC-1260019670001,JUNTA PARROQUIAL GUARE,CE-20200001883774-contract,terminated,CE-20200001883774,,,,
ocds-5wno2w-CE-20200001883775-10287,CE-20200001883775-10287-2021-11-23T08:33:47.715Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883775-contract,terminated,CE-20200001883775,,,,
ocds-5wno2w-CE-20200001883776-10287,CE-20200001883776-10287-2021-11-23T08:33:47.746Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883776-contract,terminated,CE-20200001883776,,,,
ocds-5wno2w-CE-20200001883777-10287,CE-20200001883777-10287-2021-11-23T08:33:47.778Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883777-contract,terminated,CE-20200001883777,,,,
ocds-5wno2w-CE-20200001883778-10287,CE-20200001883778-10287-2021-11-23T08:33:47.809Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883778-contract,terminated,CE-20200001883778,,,,
ocds-5wno2w-CE-20200001883779-10287,CE-20200001883779-10287-2021-11-23T08:33:47.840Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883779-contract,terminated,CE-20200001883779,,,,
ocds-5wno2w-CE-20200001883780-10287,CE-20200001883780-10287-2021-11-23T08:33:47.873Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883780-contract,terminated,CE-20200001883780,,,,
ocds-5wno2w-CE-20200001883781-10287,CE-20200001883781-10287-2021-11-23T08:33:47.905Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883781-contract,terminated,CE-20200001883781,,,,
ocds-5wno2w-CE-20200001883782-10287,CE-20200001883782-10287-2021-11-23T08:33:47.937Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883782-contract,terminated,CE-20200001883782,,,,
ocds-5wno2w-CE-20200001883783-10287,CE-20200001883783-10287-2021-11-23T08:33:47.969Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883783-contract,terminated,CE-20200001883783,,,,
ocds-5wno2w-CE-20200001883784-10287,CE-20200001883784-10287-2021-11-23T08:33:48.001Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883784-contract,terminated,CE-20200001883784,,,,
ocds-5wno2w-CE-20200001883785-10287,CE-20200001883785-10287-2021-11-23T08:33:48.038Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883785-contract,terminated,CE-20200001883785,,,,
ocds-5wno2w-CE-20200001883786-10287,CE-20200001883786-10287-2021-11-23T08:33:48.069Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883786-contract,terminated,CE-20200001883786,,,,
ocds-5wno2w-CE-20200001883787-62743,CE-20200001883787-62743-2021-11-23T08:33:48.106Z,2020-07-29T00:00:00-05:00,EC-RUC-1960137330001,DIRECCION DISTRITAL 19D01-YACUAMBI-ZAMORA-ZAMORA CHINCHIPE-MTOP,CE-20200001883787-contract,terminated,CE-20200001883787,,,,
ocds-5wno2w-CE-20200001883797-17945,CE-20200001883797-17945-2021-11-23T08:33:48.141Z,2020-07-29T00:00:00-05:00,EC-RUC-1460003980001,DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - SALUD,CE-20200001883797-contract,terminated,CE-20200001883797,,,,
ocds-5wno2w-CE-20200001883798-17945,CE-20200001883798-17945-2021-11-23T08:33:48.180Z,2020-07-29T00:00:00-05:00,EC-RUC-1460003980001,DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - SALUD,CE-20200001883798-contract,terminated,CE-20200001883798,,,,
ocds-5wno2w-CE-20200001883799-17945,CE-20200001883799-17945-2021-11-23T08:33:48.215Z,2020-07-29T00:00:00-05:00,EC-RUC-1460003980001,DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - SALUD,CE-20200001883799-contract,terminated,CE-20200001883799,,,,
ocds-5wno2w-CE-20200001883800-17945,CE-20200001883800-17945-2021-11-23T08:33:48.251Z,2020-07-29T00:00:00-05:00,EC-RUC-1460003980001,DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - SALUD,CE-20200001883800-contract,terminated,CE-20200001883800,,,,
ocds-5wno2w-CE-20200001883801-17945,CE-20200001883801-17945-2021-11-23T08:33:48.288Z,2020-07-29T00:00:00-05:00,EC-RUC-1460003980001,DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - SALUD,CE-20200001883801-contract,terminated,CE-20200001883801,,,,
ocds-5wno2w-CE-20200001883802-17945,CE-20200001883802-17945-2021-11-23T08:33:48.325Z,2020-07-29T00:00:00-05:00,EC-RUC-1460003980001,DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - SALUD,CE-20200001883802-contract,terminated,CE-20200001883802,,,,
ocds-5wno2w-CE-20200001883803-17945,CE-20200001883803-17945-2021-11-23T08:33:48.362Z,2020-07-29T00:00:00-05:00,EC-RUC-1460003980001,DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - SALUD,CE-20200001883803-contract,terminated,CE-20200001883803,,,,
ocds-5wno2w-CE-20200001883804-17945,CE-20200001883804-17945-2021-11-23T08:33:48.393Z,2020-07-29T00:00:00-05:00,EC-RUC-1460003980001,DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - SALUD,CE-20200001883804-contract,terminated,CE-20200001883804,,,,
ocds-5wno2w-CE-20200001883805-17945,CE-20200001883805-17945-2021-11-23T08:33:48.422Z,2020-07-29T00:00:00-05:00,EC-RUC-1460003980001,DIRECCION DISTRITAL 14D06 - LIMON INDANZA - SANTIAGO TIWINTZA - SALUD,CE-20200001883805-contract,terminated,CE-20200001883805,,,,
ocds-5wno2w-CE-20200001883850-10287,CE-20200001883850-10287-2021-11-23T08:33:48.454Z,2020-07-29T00:00:00-05:00,EC-RUC-1060014130001,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,CE-20200001883850-contract,terminated,CE-20200001883850,,,,
ocds-5wno2w-CE-20200001883851-959480,CE-20200001883851-959480-2021-11-23T08:33:48.483Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883851-contract,terminated,CE-20200001883851,,,,
ocds-5wno2w-CE-20200001883852-959480,CE-20200001883852-959480-2021-11-23T08:33:48.527Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883852-contract,terminated,CE-20200001883852,,,,
ocds-5wno2w-CE-20200001883853-959480,CE-20200001883853-959480-2021-11-23T08:33:48.561Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883853-contract,terminated,CE-20200001883853,,,,
ocds-5wno2w-CE-20200001883854-959480,CE-20200001883854-959480-2021-11-23T08:33:48.599Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883854-contract,terminated,CE-20200001883854,,,,
ocds-5wno2w-CE-20200001883855-959480,CE-20200001883855-959480-2021-11-23T08:33:48.633Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883855-contract,terminated,CE-20200001883855,,,,
ocds-5wno2w-CE-20200001883856-959480,CE-20200001883856-959480-2021-11-23T08:33:48.671Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883856-contract,terminated,CE-20200001883856,,,,
ocds-5wno2w-CE-20200001883857-959480,CE-20200001883857-959480-2021-11-23T08:33:48.707Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883857-contract,terminated,CE-20200001883857,,,,
ocds-5wno2w-CE-20200001883947-818925,CE-20200001883947-818925-2021-11-23T08:33:52.009Z,2020-07-29T00:00:00-05:00,EC-RUC-0968606840001,HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS,CE-20200001883947-contract,active,CE-20200001883947,,,,
ocds-5wno2w-CE-20200001883858-959480,CE-20200001883858-959480-2021-11-23T08:33:48.745Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883858-contract,terminated,CE-20200001883858,,,,
ocds-5wno2w-CE-20200001883859-959480,CE-20200001883859-959480-2021-11-23T08:33:48.780Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883859-contract,terminated,CE-20200001883859,,,,
ocds-5wno2w-CE-20200001883860-959480,CE-20200001883860-959480-2021-11-23T08:33:48.818Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883860-contract,terminated,CE-20200001883860,,,,
ocds-5wno2w-CE-20200001883862-959480,CE-20200001883862-959480-2021-11-23T08:33:48.859Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883862-contract,terminated,CE-20200001883862,,,,
ocds-5wno2w-CE-20200001883863-959480,CE-20200001883863-959480-2021-11-23T08:33:48.900Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883863-contract,terminated,CE-20200001883863,,,,
ocds-5wno2w-CE-20200001883864-959480,CE-20200001883864-959480-2021-11-23T08:33:48.933Z,2020-07-29T00:00:00-05:00,EC-RUC-1768192190001,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,CE-20200001883864-contract,terminated,CE-20200001883864,,,,
ocds-5wno2w-CE-20200001883865-2810,CE-20200001883865-2810-2021-11-23T08:33:48.964Z,2020-07-29T00:00:00-05:00,EC-RUC-0968560160001,HOSPITAL DE ESPECIALIDADES - TEODORO MALDONADO CARBO,CE-20200001883865-contract,terminated,CE-20200001883865,,,,
ocds-5wno2w-CE-20200001883866-755002,CE-20200001883866-755002-2021-11-23T08:33:48.995Z,2020-07-29T00:00:00-05:00,EC-RUC-1360086170001,MANABI PRODUCE-EP,CE-20200001883866-contract,terminated,CE-20200001883866,,,,
ocds-5wno2w-CE-20200001883867-54082,CE-20200001883867-54082-2021-11-23T08:33:49.037Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883867-contract,terminated,CE-20200001883867,,,,
ocds-5wno2w-CE-20200001883868-54082,CE-20200001883868-54082-2021-11-23T08:33:49.081Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883868-contract,terminated,CE-20200001883868,,,,
ocds-5wno2w-CE-20200001883870-54082,CE-20200001883870-54082-2021-11-23T08:33:49.116Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883870-contract,terminated,CE-20200001883870,,,,
ocds-5wno2w-CE-20200001883871-54082,CE-20200001883871-54082-2021-11-23T08:33:49.152Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883871-contract,terminated,CE-20200001883871,,,,
ocds-5wno2w-CE-20200001883872-54082,CE-20200001883872-54082-2021-11-23T08:33:49.189Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883872-contract,terminated,CE-20200001883872,,,,
ocds-5wno2w-CE-20200001883873-54082,CE-20200001883873-54082-2021-11-23T08:33:49.227Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883873-contract,terminated,CE-20200001883873,,,,
ocds-5wno2w-CE-20200001883874-54082,CE-20200001883874-54082-2021-11-23T08:33:49.264Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883874-contract,terminated,CE-20200001883874,,,,
ocds-5wno2w-CE-20200001883875-54082,CE-20200001883875-54082-2021-11-23T08:33:49.301Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883875-contract,terminated,CE-20200001883875,,,,
ocds-5wno2w-CE-20200001883876-54082,CE-20200001883876-54082-2021-11-23T08:33:49.339Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883876-contract,terminated,CE-20200001883876,,,,
ocds-5wno2w-CE-20200001883877-54082,CE-20200001883877-54082-2021-11-23T08:33:49.376Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883877-contract,terminated,CE-20200001883877,,,,
ocds-5wno2w-CE-20200001883878-54082,CE-20200001883878-54082-2021-11-23T08:33:49.414Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883878-contract,terminated,CE-20200001883878,,,,
ocds-5wno2w-CE-20200001883879-54082,CE-20200001883879-54082-2021-11-23T08:33:49.452Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883879-contract,terminated,CE-20200001883879,,,,
ocds-5wno2w-CE-20200001883880-54082,CE-20200001883880-54082-2021-11-23T08:33:49.490Z,2020-07-29T00:00:00-05:00,EC-RUC-1768001350001,"BRIGADA DE AVIACION DE LA FUERZA TERRESTRE NO. 15 ""PAQUISHA""",CE-20200001883880-contract,terminated,CE-20200001883880,,,,
ocds-5wno2w-CE-20200001883881-52558,CE-20200001883881-52558-2021-11-23T08:33:49.528Z,2020-07-29T00:00:00-05:00,EC-RUC-1768033980001,HOSPITAL EUGENIO ESPEJO,CE-20200001883881-contract,active,CE-20200001883881,,,,
ocds-5wno2w-CE-20200001883882-52558,CE-20200001883882-52558-2021-11-23T08:33:49.559Z,2020-07-29T00:00:00-05:00,EC-RUC-1768033980001,HOSPITAL EUGENIO ESPEJO,CE-20200001883882-contract,active,CE-20200001883882,,,,
ocds-5wno2w-CE-20200001883883-52558,CE-20200001883883-52558-2021-11-23T08:33:49.586Z,2020-07-29T00:00:00-05:00,EC-RUC-1768033980001,HOSPITAL EUGENIO ESPEJO,CE-20200001883883-contract,active,CE-20200001883883,,,,
ocds-5wno2w-CE-20200001883884-14393,CE-20200001883884-14393-2021-11-23T08:33:49.609Z,2020-07-29T00:00:00-05:00,EC-RUC-0660801370001,HOSPITAL PROVINCIAL GENERAL DOCENTE RIOBAMBA,CE-20200001883884-contract,terminated,CE-20200001883884,,,,
ocds-5wno2w-CE-20200001883885-114341,CE-20200001883885-114341-2021-11-23T08:33:49.638Z,2020-07-29T00:00:00-05:00,EC-RUC-0660801100001,DIRECCION DISTRITAL 06D04 COLTA GUAMOTE SALUD,CE-20200001883885-contract,terminated,CE-20200001883885,,,,
ocds-5wno2w-CE-20200001883886-114341,CE-20200001883886-114341-2021-11-23T08:33:49.658Z,2020-07-29T00:00:00-05:00,EC-RUC-0660801100001,DIRECCION DISTRITAL 06D04 COLTA GUAMOTE SALUD,CE-20200001883886-contract,terminated,CE-20200001883886,,,,
ocds-5wno2w-CE-20200001883887-14393,CE-20200001883887-14393-2021-11-23T08:33:49.674Z,2020-07-29T00:00:00-05:00,EC-RUC-0660801370001,HOSPITAL PROVINCIAL GENERAL DOCENTE RIOBAMBA,CE-20200001883887-contract,terminated,CE-20200001883887,,,,
ocds-5wno2w-CE-20200001883888-14393,CE-20200001883888-14393-2021-11-23T08:33:49.702Z,2020-07-29T00:00:00-05:00,EC-RUC-0660801370001,HOSPITAL PROVINCIAL GENERAL DOCENTE RIOBAMBA,CE-20200001883888-contract,terminated,CE-20200001883888,,,,
ocds-5wno2w-CE-20200001883889-14393,CE-20200001883889-14393-2021-11-23T08:33:49.731Z,2020-07-29T00:00:00-05:00,EC-RUC-0660801370001,HOSPITAL PROVINCIAL GENERAL DOCENTE RIOBAMBA,CE-20200001883889-contract,terminated,CE-20200001883889,,,,
ocds-5wno2w-CE-20200001883890-14393,CE-20200001883890-14393-2021-11-23T08:33:49.759Z,2020-07-29T00:00:00-05:00,EC-RUC-0660801370001,HOSPITAL PROVINCIAL GENERAL DOCENTE RIOBAMBA,CE-20200001883890-contract,terminated,CE-20200001883890,,,,
ocds-5wno2w-CE-20200001883891-14393,CE-20200001883891-14393-2021-11-23T08:33:49.788Z,2020-07-29T00:00:00-05:00,EC-RUC-0660801370001,HOSPITAL PROVINCIAL GENERAL DOCENTE RIOBAMBA,CE-20200001883891-contract,terminated,CE-20200001883891,,,,
ocds-5wno2w-CE-20200001883892-14393,CE-20200001883892-14393-2021-11-23T08:33:49.816Z,2020-07-29T00:00:00-05:00,EC-RUC-0660801370001,HOSPITAL PROVINCIAL GENERAL DOCENTE RIOBAMBA,CE-20200001883892-contract,terminated,CE-20200001883892,,,,
ocds-5wno2w-CE-20200001883893-14393,CE-20200001883893-14393-2021-11-23T08:33:49.854Z,2020-07-29T00:00:00-05:00,EC-RUC-0660801370001,HOSPITAL PROVINCIAL GENERAL DOCENTE RIOBAMBA,CE-20200001883893-contract,terminated,CE-20200001883893,,,,
ocds-5wno2w-CE-20200001883894-117518,CE-20200001883894-117518-2021-11-23T08:33:49.886Z,2020-07-29T00:00:00-05:00,EC-RUC-0660822960001,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CUBIJIES,CE-20200001883894-contract,terminated,CE-20200001883894,,,,
ocds-5wno2w-CE-20200001883896-14393,CE-20200001883896-14393-2021-11-23T08:33:49.923Z,2020-07-29T00:00:00-05:00,EC-RUC-0660801370001,HOSPITAL PROVINCIAL GENERAL DOCENTE RIOBAMBA,CE-20200001883896-contract,terminated,CE-20200001883896,,,,
ocds-5wno2w-CE-20200001883897-101438,CE-20200001883897-101438-2021-11-23T08:33:49.954Z,2020-07-29T00:00:00-05:00,EC-RUC-1060028190001,CENTRO DE SALUD A-COTACACHI,CE-20200001883897-contract,terminated,CE-20200001883897,,,,
ocds-5wno2w-CE-20200001883899-101438,CE-20200001883899-101438-2021-11-23T08:33:49.989Z,2020-07-29T00:00:00-05:00,EC-RUC-1060028190001,CENTRO DE SALUD A-COTACACHI,CE-20200001883899-contract,terminated,CE-20200001883899,,,,
ocds-5wno2w-CE-20200001883900-101438,CE-20200001883900-101438-2021-11-23T08:33:50.019Z,2020-07-29T00:00:00-05:00,EC-RUC-1060028190001,CENTRO DE SALUD A-COTACACHI,CE-20200001883900-contract,terminated,CE-20200001883900,,,,
ocds-5wno2w-CE-20200001883901-244039,CE-20200001883901-244039-2021-11-23T08:33:50.050Z,2020-07-29T00:00:00-05:00,EC-RUC-0491503114001,FEDERACIÓN DEPORTIVA DEL CARCHI,CE-20200001883901-contract,terminated,CE-20200001883901,,,,
ocds-5wno2w-CE-20200001883902-244039,CE-20200001883902-244039-2021-11-23T08:33:50.082Z,2020-07-29T00:00:00-05:00,EC-RUC-0491503114001,FEDERACIÓN DEPORTIVA DEL CARCHI,CE-20200001883902-contract,terminated,CE-20200001883902,,,,
ocds-5wno2w-CE-20200001883903-35945,CE-20200001883903-35945-2021-11-23T08:33:50.111Z,2020-07-29T00:00:00-05:00,EC-RUC-0960006340001,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN LA LIBERTAD,CE-20200001883903-contract,terminated,CE-20200001883903,,,,
ocds-5wno2w-CE-20200001883904-840348,CE-20200001883904-840348-2021-11-23T08:33:50.145Z,2020-07-29T00:00:00-05:00,EC-RUC-1960148450001,HOSPITAL BASICO YANTZAZA,CE-20200001883904-contract,terminated,CE-20200001883904,,,,
ocds-5wno2w-CE-20200001883905-88301,CE-20200001883905-88301-2021-11-23T08:33:50.183Z,2020-07-29T00:00:00-05:00,EC-RUC-1560508060001,IESS CENTRO DE SALUD A - EL COCA.,CE-20200001883905-contract,terminated,CE-20200001883905,,,,
ocds-5wno2w-CE-20200001883906-58233,CE-20200001883906-58233-2021-11-23T08:33:50.617Z,2020-07-29T00:00:00-05:00,EC-RUC-1760013130001,DEFENSORIA DEL PUEBLO,CE-20200001883906-contract,terminated,CE-20200001883906,,,,
ocds-5wno2w-CE-20200001883907-12184,CE-20200001883907-12184-2021-11-23T08:33:50.656Z,2020-07-29T00:00:00-05:00,EC-RUC-1768114390001,SERVICIO AEROPOLICIAL,CE-20200001883907-contract,terminated,CE-20200001883907,,,,
ocds-5wno2w-CE-20200001883908-103464,CE-20200001883908-103464-2021-11-23T08:33:50.692Z,2020-07-29T00:00:00-05:00,EC-RUC-2160060110001,UNIDAD DE ACCION SOCIAL DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,CE-20200001883908-contract,terminated,CE-20200001883908,,,,
ocds-5wno2w-CE-20200001883909-103464,CE-20200001883909-103464-2021-11-23T08:33:50.734Z,2020-07-29T00:00:00-05:00,EC-RUC-2160060110001,UNIDAD DE ACCION SOCIAL DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,CE-20200001883909-contract,terminated,CE-20200001883909,,,,
ocds-5wno2w-CE-20200001883910-103464,CE-20200001883910-103464-2021-11-23T08:33:50.775Z,2020-07-29T00:00:00-05:00,EC-RUC-2160060110001,UNIDAD DE ACCION SOCIAL DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,CE-20200001883910-contract,terminated,CE-20200001883910,,,,
ocds-5wno2w-CE-20200001883911-103464,CE-20200001883911-103464-2021-11-23T08:33:50.816Z,2020-07-29T00:00:00-05:00,EC-RUC-2160060110001,UNIDAD DE ACCION SOCIAL DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,CE-20200001883911-contract,terminated,CE-20200001883911,,,,
ocds-5wno2w-CE-20200001883912-103464,CE-20200001883912-103464-2021-11-23T08:33:50.857Z,2020-07-29T00:00:00-05:00,EC-RUC-2160060110001,UNIDAD DE ACCION SOCIAL DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,CE-20200001883912-contract,terminated,CE-20200001883912,,,,
ocds-5wno2w-CE-20200001883913-103464,CE-20200001883913-103464-2021-11-23T08:33:50.903Z,2020-07-29T00:00:00-05:00,EC-RUC-2160060110001,UNIDAD DE ACCION SOCIAL DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,CE-20200001883913-contract,terminated,CE-20200001883913,,,,
