DESCRIPCION SECTOR,NOMBRE ENTIDAD
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES DEL FRENTE SUR OCCIDENTAL DE LA PROVINCIA DE TUNGURAHUA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD PARA LA GESTION DESCENTRALIZADA DE LA COMPETENCIA DE TRANSITO TRANSPORTE TERRESTRE Y SEGURIDAD VIAL  DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES DE BANOS DE AGUA SANTA CEVALLO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD DE TRANSITO TRANSPORTE TERRESTRE Y SEGURIDAD VIAL DE LA PROVINCIA DE PASTAZA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,ASAMBLEA DE UNIDAD CANTONAL DE MONTUFAR
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD PARA LA GESTION DESCENTRALIZADA DE LA COMPETENCIA DE TRANSITO TRANSPORTE TERRESTRE Y SEGURIDAD VIAL  DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES DE PUJILI SAQUISILI SIGCHOS PA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD DE TRANSITO TRANSPORTE TERRESTRE Y SEGURIDAD VIAL  DE LA PROVINCIA DE SUCUMBIOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD PARA LA GESTION DESCENTRALIZADA DE LA COMPETENCIA DE TRANSITO TRANSPORTE TERRESTRE Y SEGURIDAD VIAL DE LA REGION NORTE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD DE MOVILIDAD CENTRO - GUAYAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD PARA LA GESTION INTEGRAL DE DESECHOS SOLIDOS Y SANEAMIENTO AMBIENTAL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,ASOCIACION DE MUNICIPALIDADES DEL AZUAY
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD MUNDO VERDE O DEL BUEN VIVIR SUMAK KAWSAY
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD PARA LA GESTION DESCENTRALIZADA DE LA COMPETENCIA DE TRANSITO TRANSPORTE TERRESTRE Y SEGURIDAD VIAL DE LOS GADS MUNICIPALES DE AGUARICO Y FRANCISCO DE ORELLANA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD DE LA CUENCA ALTA DEL RIO CATAMAYO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD TURISTICA LA RUTA DEL AGUA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD PARA LA PRESTACION DEL SERVICIO DE AGUA POTABLE DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES DE FRANCISCO DE ORELLANA JOYAS DE LOS SACHAS Y LORETO RIO SUNO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONSORCIO PARA LA GESTION DEL AREA ECOLOGICA DE CONSERVACION TAITA IMBABURA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD LA ESPERANZA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,CONSORCIO VIAL AHUACA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD RIO-DUE AGUA PARA EL BUEN VIVIR
GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,MANCOMUNIDAD PARA LA GESTION INTEGRAL DE LOS DESECHOS SOLIDOS DE LOS CANTONES DE PUJILI Y SQUISILI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONSEJO NACIONAL DE GOBIERNOS PARROQUIALES RURALES DEL ECUADOR -CONAGOPARE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE AZUAY
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - BOLIVAR
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - CANAR
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE-CARCHI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - COTOPAXI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - CHIMBORAZO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,ASOCIACION DE GOBIERNOS PARROQUIALES RURALES DE EL ORO (ASOGOPAR EL ORO)
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - ESMERALDAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - GUAYAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE IMBABURA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE-LOJA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - LOS RIOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - MANABI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - MORONA SANTIAGO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE-NAPO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - PASTAZA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - PICHINCHA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - TUNGURAHUA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - ZAMORA CHINCHIPE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,ASOCIACION DE JUNTAS PARROQUIALES RURALES DE LA PROVINCIAL DE GALAPAGOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - SUCUMBIOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - ORELLANA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - SANTA ELENA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONAGOPARE - SANTO DOMINGO DE LOS TSACHILAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,MANCOMUNIDAD DE LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES DE LA CUENCA DEL LAGO SAN PABLO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,MANCOMUNIDAD DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES RURALES DE LA ZONA NORCENTRAL DEL DISTRITO METROPOLITANO DE QUITO PROVINCIA DE PICHINCHA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,MANCOMUNIDAD CORREDOR TURISTICO CENTRO AMAZONICO ATILLO MCTACAA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONSORCIO AGUARONGO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,MANCOMUNIDAD LAS MELIPONAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,MANCOMUNIDAD DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES RURALES DEL CANTON NANGARITZA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONSORCIO UNIDAD DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS DE ESMERALDAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,MANCOMUNIDAD DE LA BIO REGION DE CHOCO-ANDINO DEL NOROCCIDENTE DE QUITO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONSORCIO SAN LORENZO DEL PAILON
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONSORCIO DE LOS RIOS SANTIAGO-WIMBI-CACHAVI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,MANCOMUNIDAD PARA LA GESTION Y MANEJO DEL AREA ECOLOGICA DE CONSERVACION PARROQUIAL AGUA ETERNA-AMUICHA ENTSA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONSORCIO EL ROCIO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,CONSORCIO PUBLICO DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS DEL TERRITORIO ANCESTRALES DE IMBABURA Y CARCHI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE BANOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE CUMBE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE CHAUCHA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE CHECA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHIQUINTAD
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LLACAO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE MOLLETURO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE NULTI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE OCTAVIO CORDERO PALACIOS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PACCHA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE QUINGEO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE RICAURTE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN JOAQUIN
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTA ANA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAYAUSI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SIDCAY
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SININCAY
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE TARQUI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE TURI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE EL VALLE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL VICTORIA DEL PORTETE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE LA ASUNCION
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN GERARDO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DANIEL CORDOVA TORAL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL JADAN
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MARIANO MORENO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL  REMIGIO CRESPO TORAL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN JUAN
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ZHIDMAD
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LUIS CORDERO VEGA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SIMON BOLIVAR DE GANANZOL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL COCHAPATA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL PROGRESO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIADO PARROQUIAL DE LAS NIEVES
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE BULAN (JOSE VICTOR  IZQUIERDO )
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE CHICAN ( GUILLERMO ORTEGA )
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE EL CABO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE GUARAINAG
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN CRISTOBAL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL TOMEBAMBA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DUG-DUG
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN RAFAEL DE SHARUG
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHUMBLIN
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO PARROQUIAL AUTONOMO DESCENTRALIZADO DE ABDON CALDERON
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL CARMEN DE PIJILI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SHAGLLI
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CUTCHIL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE JIMA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GUEL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE LUDO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN BARTOLOME
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN JOSE DE RARANGA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SUSUDEL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE PRINCIPAL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE LA UNION
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE LUIS GARZA ORELLANA ( CAB. DELEGSOL )
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SAN MARTIN DE PUZHIO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SAN VICENTE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO PARROQUIAL DE AMALUZA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA PALMAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE FACUNDO VELA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE JULIO E MORENO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE SALINAS
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIALRURAL DE SAN LORENZO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO INTERCULTURAL ALTERNATIVO PARTICIPATIVO DE LA PARROQUIA SAN SIMON
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTA FE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SIMIATUG
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN LUIS DE PAMBIL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN JOSE DEL TAMBO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA ASUNCION
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA MAGDALENA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN SEBASTIAN
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE TELIMBELA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE BALZAPAMBA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BILOVAN
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE REGULO DE MORA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN PABLO DE ATENAS 
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTIAGO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN VICENTE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL COJITAMBO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL GUAPAN
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE JAVIER LOYOLA CHUQUIPATA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL LUIS CORDERO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE PINDILIG
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE RIVERA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN MIGUEL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SAN ANDRES DE TADAY
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE NAZON
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN FRANCISCO DE SAGEO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE TURUPAMBA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE JERUSALEN
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHONTAMARCA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHOROCOPTE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL GENERAL MORALES
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE GUALLETURO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL HONORATO VASQUEZ
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL INGAPIRCA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE JUNCAL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN ANTONIO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE ZHUD
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,JUNTA PARROQUIAL DE VENTURA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE DUCUR
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL  MANUEL DE J CALLE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PANCHO NEGRO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SOLANO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL CARMELO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL JULIO ANDRADE
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE MALDONADO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE PIOTER
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE TOBAR DONOSO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL TUFINO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE URBINA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL CHICAL
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE SANTA MARTHA DE CUBA
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GARCIA MORENO
GOBIERNOS AUTONOMOS DESCENTRALIZADOS PARROQUIALES,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LOS ANDES
