ocid,id,quantity,description,relatedLot,unit_id,unit_name,unit_scheme,unit_value_amount,unit_value_currency,classification_id,classification_scheme,classification_description,aditional_id,aditional_uri,aditional_scheme,aditional_description
ocds-5wno2w-CDC-GADPRJJC-03-2019-103985,2974274-DS-SO,1,"SERVICIOS DE COORDINACION Y SUPERVISION PARA LOS RECURSOS UTILIZADOS EN LA PREPARACION, EXPLOTACION Y FINALIZACION DE UN PROYECTO EN NOMBRE DE UN CLIENTE",,436,Unidad,SERCOP,8254.0,USD,831900011,CPC,"SERVICIOS DE COORDINACION Y SUPERVISION PARA LOS RECURSOS UTILIZADOS EN LA PREPARACION, EXPLOTACION Y FINALIZACION DE UN PROYECTO EN NOMBRE DE UN CLIENTE",83190.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83190.00.1,CPC,"SERVICIOS DE COORDINACION Y SUPERVISION PARA LOS RECURSOS UTILIZADOS EN LA PREPARACION, EXPLOTACION Y FINALIZACION DE UN PROYECTO EN NOMBRE DE UN CLIENTE"
ocds-5wno2w-CDC-GADPRJJC-04-2019-103985,2974283-DS-SO,1,CERTIFICACION DE SSITEMAS DE GESTION,,436,Unidad,SERCOP,25000.0,USD,831190021,CPC,CERTIFICACION DE SSITEMAS DE GESTION,83119.00.2,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83119.00.2,CPC,"CERTIFICACION DE SISTEMAS INTEGRADOS DE GESTION (CALIDAD, SEGURIDAD, SALUD OCUPACIONAL Y AMBIENTE)"
ocds-5wno2w-CDC-GADPRJLT-01-2019-147818,2913687-DS-SO,1,"SERVICIOS DE DISENO ARQUITECTONICO DE EDIFICIOS Y OTRAS ESTRUCTURAS. LOS SERVICIOS DE DISENO PUEDEN CONSISTIR EN UNO O UNA COMBINACION DE,  PREPARACION DE PLANOS DE PLANTAS DEL EDIFICIO, DEL EMPLAZAMIENTO Y DEL ASPECTO EXTERIOR",,436,Unidad,SERCOP,4768.6,USD,832120111,CPC,"SERVICIOS DE DISENO ARQUITECTONICO DE EDIFICIOS Y OTRAS ESTRUCTURAS. LOS SERVICIOS DE DISENO PUEDEN CONSISTIR EN UNO O UNA COMBINACION DE,  PREPARACION DE PLANOS DE PLANTAS DEL EDIFICIO, DEL EMPLAZAMIENTO Y DEL ASPECTO EXTERIOR",83212.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83212.01.1,CPC,"SERVICIOS DE DISENO ARQUITECTONICO DE EDIFICIOS Y OTRAS ESTRUCTURAS. LOS SERVICIOS DE DISENO PUEDEN CONSISTIR EN UNO O UNA COMBINACION DE,  PREPARACION DE PLANOS DE PLANTAS DEL EDIFICIO, DEL EMPLAZAMIENTO Y DEL ASPECTO EXTERIOR"
ocds-5wno2w-CDC-GADPRJLT-02-2019-147818,2980408-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,,436,Unidad,SERCOP,4340.06,USD,839900111,CPC,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,83990.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.01.1,CPC,FISCALIZACION DE OBRAS DE INGENIERIA 
ocds-5wno2w-CDC-GADPRJM-001-2019-171448,2822104-DS-SO,1,CONSULTORIA EN SISTEMAS DE INDICADORES DE GESTION,,436,Unidad,SERCOP,3500.0,USD,831110912,CPC,CONSULTORIA EN SISTEMAS DE INDICADORES DE GESTION,83111.09.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.09.1,CPC,CONSULTORIA EN GESTION POR PROCESOS
ocds-5wno2w-CDC-GADPRJV-004-2019-136828,2881788-DS-SO,1,SERVICIOS DE ASESORAMIENTO Y  PREDISENO ARQUITECTONICOS COMO LA REALIZACION DE ESTUDIOS PRELIMINARES SOBRE LA CONCEPCION DEL EMPLAZAMIENTO DESTINO DE LA CONSTRUCCION CONDICIONES CLIMATICAS Y AMBIENTALES REQUISITOS DERIVADOS DE SU PROGRAMACION LIMITACIONES,,436,Unidad,SERCOP,4943.55,USD,832110111,CPC,SERVICIOS DE ASESORAMIENTO Y  PREDISENO ARQUITECTONICOS COMO LA REALIZACION DE ESTUDIOS PRELIMINARES SOBRE LA CONCEPCION DEL EMPLAZAMIENTO DESTINO DE LA CONSTRUCCION CONDICIONES CLIMATICAS Y AMBIENTALES REQUISITOS DERIVADOS DE SU PROGRAMACION LIMITACIONES,83211.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83211.01.1,CPC,SERVICIOS DE ASESORAMIENTO Y  PREDISENO ARQUITECTONICOS COMO LA REALIZACION DE ESTUDIOS PRELIMINARES SOBRE LA CONCEPCION DEL EMPLAZAMIENTO DESTINO DE LA CONSTRUCCION CONDICIONES CLIMATICAS Y AMBIENTALES REQUISITOS DERIVADOS DE SU PROGRAMACION LIMITACIONES
ocds-5wno2w-CDC-GADPRL-2019-005-203208,2959608-DS-SO,1,"DISEÑO OBRA CIVIL Y ESPECIFICACIONES TECNICAS PARA INSTALACIONES HIDRAULICAS, SANITARIA Y ELECTRICAS",,436,Unidad,SERCOP,12000.0,USD,833420616,CPC,"DISEÑO OBRA CIVIL Y ESPECIFICACIONES TECNICAS PARA INSTALACIONES HIDRAULICAS, SANITARIA Y ELECTRICAS",83342.06.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83342.06.1,CPC,SERVICIOS DE DISEÑO DE OBRAS CIVILES PARA OBRAS LINEAS Y SUBETACIONES
ocds-5wno2w-CDC-GADPRLA-01-2019-100283,2922406-DS-SO,1,"SERVICIOS DE PLANIFICACION Y DISENO PAISAJISTICO DE PARQUES, ZONAS COMERCIALES Y RESIDENCIALES, ETC, COMO LOS SERVICIOS DE INSPECCION DURANTE LA FASE DE CONSTRUCCION",,436,Unidad,SERCOP,25000.0,USD,832220411,CPC,"SERVICIOS DE PLANIFICACION Y DISENO PAISAJISTICO DE PARQUES, ZONAS COMERCIALES Y RESIDENCIALES, ETC, COMO LOS SERVICIOS DE INSPECCION DURANTE LA FASE DE CONSTRUCCION",83222.04.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83222.04.1,CPC,"SERVICIOS DE PLANIFICACION Y DISENO PAISAJISTICO DE PARQUES, ZONAS COMERCIALES Y RESIDENCIALES, ETC, COMO LOS SERVICIOS DE INSPECCION DURANTE LA FASE DE CONSTRUCCION"
ocds-5wno2w-CDC-GADPRLA-02-2019-133242,2967635-DS-SO,1,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,,436,Unidad,SERCOP,17857.14,USD,831110121,CPC,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,83111.01.2,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.01.2,CPC,SERVICIOS DE CONSULTORIA EN ADMINISTRACION PUBLICA
ocds-5wno2w-CDC-GADPRLA-OO1-2019-112528,2972420-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,,436,Unidad,SERCOP,9000.0,USD,831110011,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,83111.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.00.1,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA 
ocds-5wno2w-CDC-GADPR-LB-01-2019-121435,2958894-DS-SO,1,INVESTIGACION EN ESTUDIO DE LA CIUDAD,,436,Unidad,SERCOP,15000.0,USD,831390291,CPC,INVESTIGACION EN ESTUDIO DE LA CIUDAD,83139.02.9,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83139.02.9,CPC,INVESTIGACION EN ESTUDIO DE LA CIUDAD
ocds-5wno2w-CDC-GADPRLB-2019-002-114228,2931072-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,,436,Unidad,SERCOP,33000.0,USD,831110211,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,83111.02.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.02.1,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR
ocds-5wno2w-CDC-GADPRLP-005-2019-95042,2971596-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",,436,Unidad,SERCOP,22300.0,USD,839900011,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",83990.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.00.1,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)"
ocds-5wno2w-CDC-GPL-2019-002-2470,2775828-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,,436,Unidad,SERCOP,28762.73,USD,839900114,CPC,FISCALIZACION DE OBRAS Y SERVICIOS,83990.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.01.1,CPC,FISCALIZACION DE OBRAS DE INGENIERIA 
ocds-5wno2w-CDC-GADPRLP-03-2019-116840,2975763-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,,436,Unidad,SERCOP,20000.0,USD,831110211,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,83111.02.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.02.1,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR
ocds-5wno2w-CDC-GADPRLS-002-2019-116316,2960787-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,,436,Unidad,SERCOP,12500.0,USD,831110211,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,83111.02.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.02.1,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR
ocds-5wno2w-CDC-GADPRLU-002-2019-112614,2910035-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",,436,Unidad,SERCOP,7500.0,USD,839900011,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",83990.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.00.1,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)"
ocds-5wno2w-CDC-GADPRLU-003-2019-112614,2923149-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE  PLANES DE CAMBIO ,,436,Unidad,SERCOP,20000.0,USD,831110511,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE  PLANES DE CAMBIO ,83111.05.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.05.1,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE  PLANES DE CAMBIO 
ocds-5wno2w-CDC-GADPR-M-001-2019-117461,2924659-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",,436,Unidad,SERCOP,15000.0,USD,839900011,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",83990.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.00.1,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)"
ocds-5wno2w-CDC-GADPRM-001D-2019-118689,2983544-DS-SO,1,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,,436,Unidad,SERCOP,19954.49,USD,831110121,CPC,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,83111.01.2,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.01.2,CPC,SERVICIOS DE CONSULTORIA EN ADMINISTRACION PUBLICA
ocds-5wno2w-CDC-GADPRM-002-2019-114798,2768128-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,,436,Unidad,SERCOP,2670.07,USD,839900111,CPC,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,83990.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.01.1,CPC,FISCALIZACION DE OBRAS DE INGENIERIA 
ocds-5wno2w-CDC-GADPRM-03-2019-316635,2790827-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,,436,Unidad,SERCOP,3800.0,USD,839900111,CPC,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,83990.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.01.1,CPC,FISCALIZACION DE OBRAS DE INGENIERIA 
ocds-5wno2w-CDC-GADPRM_1-2019-114082,2908429-DS-SO,1,SERVICIOS DE ASESORAMIENTO Y PREDISENO DE INGENIERIA PARA CARRETERAS,,436,Unidad,SERCOP,7400.0,USD,833320012,CPC,SERVICIOS DE ASESORAMIENTO Y PREDISENO DE INGENIERIA PARA CARRETERAS,83332.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83332.00.1,CPC,"SERVICIOS DE ASESORAMIENTO Y PREDISENO DE INGENIERIA PARA CARRETERAS, CALLES, CAMINOS, VIAS FERREAS Y PISTAS DE ATERRIZAJE"
ocds-5wno2w-CDC-GADPRM-1-2019-316635,2768689-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",,436,Unidad,SERCOP,5500.0,USD,839900011,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",83990.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.00.1,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)"
ocds-5wno2w-CDC-GADPRM-2-2019-316635,2768693-DS-SO,1,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",,436,Unidad,SERCOP,5500.0,USD,839900011,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)",83990.00.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.00.1,CPC,"SERVICIOS DE DELINEACION (PLANOS DETALLADOS, DIBUJOS, PLANOS E ILUSTRACIONES DE EDIFICIOS, ESTRUCTURAS, SISTEMAS O COMPONENTES DE ESPECIFICACIONES DE INGENIERIA Y ARQUITECTURA, HECHOS POR DELINEANTES DE ARQUITECTURA O TECNICOS DE INGENIERIA)"
ocds-5wno2w-CDC-GADPRM-4-2019-316635,2806843-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,,436,Unidad,SERCOP,3800.0,USD,839900111,CPC,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,83990.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.01.1,CPC,FISCALIZACION DE OBRAS DE INGENIERIA 
ocds-5wno2w-CDC-GADPRM-5-2019-316635,2807261-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,,436,Unidad,SERCOP,3800.0,USD,839900114,CPC,FISCALIZACION DE OBRAS Y SERVICIOS,83990.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83990.01.1,CPC,FISCALIZACION DE OBRAS DE INGENIERIA 
ocds-5wno2w-CDC-GADPRMA-6-2019-115573,2913963-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,,436,Unidad,SERCOP,8000.0,USD,831110211,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,83111.02.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83111.02.1,CPC,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR
ocds-5wno2w-CDC-GADPRMM-01-2019-100467,2776569-DS-SO,1,"TODOS LOS DEMAS SERVICIOS QUE REQUIEREN LOS CONOCIMIENTOS ESPECIALIZADOS DE LOS ARQUITECTOS, COMO EL LEVANTAMIENTO DE PLANOS DEFINITIVOS",,436,Unidad,SERCOP,5000.0,USD,832190111,CPC,"TODOS LOS DEMAS SERVICIOS QUE REQUIEREN LOS CONOCIMIENTOS ESPECIALIZADOS DE LOS ARQUITECTOS, COMO EL LEVANTAMIENTO DE PLANOS DEFINITIVOS",83219.01.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83219.01.1,CPC,"TODOS LOS DEMAS SERVICIOS QUE REQUIEREN LOS CONOCIMIENTOS ESPECIALIZADOS DE LOS ARQUITECTOS, COMO EL LEVANTAMIENTO DE PLANOS DEFINITIVOS"
ocds-5wno2w-CDC-GADPRMM-02-2019-100467,2809516-DS-SO,1,SERVICIOS DE INGENIERIA DURANTE LA FASE DE CONSTRUCCION E INSTALACION DE INSTALACIONES DE ESPARCIMIENTO AL AIRE LIBRE,,436,Unidad,SERCOP,3324.0,USD,833520513,CPC,SERVICIOS DE INGENIERIA DURANTE LA FASE DE CONSTRUCCION E INSTALACION DE INSTALACIONES DE ESPARCIMIENTO AL AIRE LIBRE,83352.05.1,https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/exe/verComProductos_exe.php?tipo=buscar&idProducto=83352.05.1,CPC,SERVICIOS DE INGENIERIA DURANTE LA FASE DE CONSTRUCCION E INSTALACION DE INSTALACIONES DEPORTIVAS Y DE ESPARCIMIENTO AL AIRE LIBRE
