ocid,id,quantity,description,unit_name,unit_scheme,unit_amount,unit_currency,classification_id,classification_scheme
ocds-5wno2w-CDC-GADMP-2019-04-39091,2972094-DS-SO,1,SERVICIOS DE ELABORACION DE PROGRAMAS RELATIVOS AL TERRITORIO,Unidad,SERCOP,62637.3,USD,832210112,CPC
ocds-5wno2w-CDC-GADMPA-2019-0002-39712,2961466-DS-SO,1,SERVICIOS DE URBANISMO Y PLANIFICACION,Unidad,SERCOP,59700.0,USD,832210117,CPC
ocds-5wno2w-CDC-GADMPA-2019-0004-39712,2969581-DS-SO,1,ESTUDIOS DE MECANICA DE SUELOS,Unidad,SERCOP,24340.0,USD,835100023,CPC
ocds-5wno2w-CDC-GADMPA-2019-0005-39712,2977750-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,44600.0,USD,831110911,CPC
ocds-5wno2w-CDC-GADMPM-001-2019-3012,2882190-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,16235.97,USD,839900111,CPC
ocds-5wno2w-CDC-GADMQ-002-2019-2453,2923859-DS-SO,1,"SERVICIOS DE ASISTENCIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LA GESTION DE LOS RECURSOS HUMANOS DE UNA ORGANIZACION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE RECURSOS HUMANOS PUEDEN INCLUIR LA ACTIVIDAD DE PERFECCIONAMIENTO DE LOS R",Unidad,SERCOP,30000.0,USD,831130111,CPC
ocds-5wno2w-CDC-GADMQ-003-2019-2453,2929371-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,52995.56,USD,831110211,CPC
ocds-5wno2w-CDC-GADMQ-004-2019-2453,2935605-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,69664.0,USD,839900111,CPC
ocds-5wno2w-CDC-GADMQ-005-2019-2453,2983467-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,22900.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADMQ-01-2019-63467,2797771-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA OBRAS CONEXAS,Unidad,SERCOP,71040.0,USD,833420414,CPC
ocds-5wno2w-CDC-GADMT-018-2019-66951,2965056-DS-SO,1,SERVICIOS DE CONSULTORIA PARA OBRAS DE AGUA POTABLE Y SANEAMIENTIO,Unidad,SERCOP,26785.71,USD,8313100124,CPC
ocds-5wno2w-CDC-GADMQ-04-2019-46625,2965828-DS-SO,1,SERVICIOS DE INVESTIGACION RELACIONADOS CON EL MEDIO AMBIENTE,Unidad,SERCOP,12800.0,USD,811900011,CPC
ocds-5wno2w-CDC-GADMQA-02-2019-46625,2832456-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,28500.0,USD,831310011,CPC
ocds-5wno2w-CDC-GADMS-01-2019-3450,2826933-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,20190.0,USD,839900111,CPC
ocds-5wno2w-CDC-GADMSC-001-2019-15065,2767807-DS-SO,1,INVESTIGACION EN ESTUDIO DE LA CIUDAD,Unidad,SERCOP,62737.0,USD,831390291,CPC
ocds-5wno2w-CDC-GADMSC-002-2019-15065,2775396-DS-SO,1,INVESTIGACION EN GENERO Y DESARROLLO,Unidad,SERCOP,43558.7,USD,831390261,CPC
ocds-5wno2w-CDC-GADMSC-003-2019-15065,2802588-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,15178.0,USD,831310013,CPC
ocds-5wno2w-CDC-GADMSC-004-2019-15065,2833404-DS-SO,1,SERVICIOS DE INVENTARIO Y CONTROL DE BIENES PATRIMONIALES,Unidad,SERCOP,54348.8,USD,831390071,CPC
ocds-5wno2w-CDC-GADMSC-005-2019-2571,2822615-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,7960.0,USD,831310011,CPC
ocds-5wno2w-CDC-GADMSC-009-2019-2571,2945488-DS-SO,1,SERVICIO DE CONSULTORIA EN INGENIERIA SANITARIA AMBIENTAL,Unidad,SERCOP,9950.0,USD,832110112,CPC
ocds-5wno2w-CDC-GADMSCP-003-2019-59276,2958606-DS-SO,1,SERVICIOS DE URBANISMO Y PLANIFICACION,Unidad,SERCOP,25000.0,USD,832210117,CPC
ocds-5wno2w-CDC-GADMSF-002-2019-86018,2907703-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,70800.0,USD,831110212,CPC
ocds-5wno2w-CDC-GADMT-021-2019-66951,2969440-DS-SO,1,SERVICIOS DE CONSULTORIA PARA OBRAS DE AGUA POTABLE Y SANEAMIENTIO,Unidad,SERCOP,22321.43,USD,8313100124,CPC
ocds-5wno2w-CDC-GADMSF-2019-003-86018,2936738-DS-SO,1,"SERVICIOS DE CONSULTORIA CIENTIFICA PRESTADOS POR MATEMATICOS, ESTADISTICOS, ETC.",Unidad,SERCOP,18255.0,USD,831390011,CPC
ocds-5wno2w-CDC-GADMSF-2019-004-86018,2958337-DS-SO,1,SERVICIOS DE CONSTRUCCION DE ESTRUCTURA PARA PISCINAS ,Unidad,SERCOP,3565.0,USD,541290511,CPC
ocds-5wno2w-CDC-GADMSF-2019-005-86018,2963737-DS-SO,1,CONSULTORIA EN ESTRUCTURA ORGANIZACIONAL EMPRESARIAL,Unidad,SERCOP,4459.0,USD,831110922,CPC
ocds-5wno2w-CDC-GADMSFP-03-2019-31732,2800460-DS-SO,1,SERVICIOS DE DISENO DE INGENIERIA PARA OBRAS HIDRAULICAS,Unidad,SERCOP,92380.11,USD,833420216,CPC
ocds-5wno2w-CDC-GADMSFP-04-2019-31732,2835658-DS-SO,1,CONSTRUCCION DE REDES URBANAS DE ALCANTARILLADO,Unidad,SERCOP,1800.96,USD,542510012,CPC
ocds-5wno2w-CDC-GADMSI-003-2019-22797,2967941-DS-SO,1,SERVICIOS DE URBANISMO Y PLANIFICACION,Unidad,SERCOP,8000.0,USD,832210117,CPC
ocds-5wno2w-CDC-GADMSI-01-2019-22797,2948656-DS-SO,1,SERVICIOS DE URBANISMO Y PLANIFICACION,Unidad,SERCOP,54900.0,USD,832210117,CPC
ocds-5wno2w-CDC-GADMSI-02-2019-22797,2956943-DS-SO,1,"SERVICIOS DE DISENO ARQUITECTONICO DE EDIFICIOS Y OTRAS ESTRUCTURAS. LOS SERVICIOS DE DISENO PUEDEN CONSISTIR EN UNO O UNA COMBINACION DE,  PREPARACION DE PLANOS DE PLANTAS DEL EDIFICIO, DEL EMPLAZAMIENTO Y DEL ASPECTO EXTERIOR",Unidad,SERCOP,16031.0,USD,832120111,CPC
ocds-5wno2w-CDC-GADMSIG-001-2019-76415,2768415-DS-SO,1,SERVICIOS INTEGRADOS DE INGENIERIA PARA  INSTALACIONES DE ESPARCIMIENTO AL AIRE LIBRE,Unidad,SERCOP,12500.0,USD,833120513,CPC
ocds-5wno2w-CDC-GADMSIG-002-2019-76415,2896710-DS-SO,1,SERVICIOS DE CONSULTORIA GEOLOGICA,Unidad,SERCOP,13900.0,USD,835100012,CPC
ocds-5wno2w-CDC-GADMSIG-003-2019-76415,2908967-DS-SO,1,ESTUDIO DE IMPACTO AMBIENTAL,Unidad,SERCOP,15950.0,USD,831310012,CPC
ocds-5wno2w-CDC-GADMSJB-001-2019-87201,2974186-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL PUEDEN INCLUIR UNA O MAS D,Unidad,SERCOP,5357.14,USD,831110011,CPC
ocds-5wno2w-CDC-GADMSJY-002-2019-128490,2950605-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,49776.0,USD,831110911,CPC
ocds-5wno2w-CDC-GADMSL-002A-19R-86907,2973446-DS-SO,1,"SERVICIOS DE DISENO ARQUITECTONICO DE EDIFICIOS Y OTRAS ESTRUCTURAS. LOS SERVICIOS DE DISENO PUEDEN CONSISTIR EN UNO O UNA COMBINACION DE,  PREPARACION DE PLANOS DE PLANTAS DEL EDIFICIO, DEL EMPLAZAMIENTO Y DEL ASPECTO EXTERIOR",Unidad,SERCOP,69892.0,USD,832120111,CPC
ocds-5wno2w-CDC-GADMSL-2019-001-86907,2774606-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,64250.0,USD,831110211,CPC
ocds-5wno2w-CDC-GADMSMLB-01-2019-66552,2853368-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,11101.19,USD,839900111,CPC
ocds-5wno2w-CDC-CNELSTE-002-19-462862,2825405-DS-SO,1,FISCALIZACION DE CONSTRUCCION DE OBRAS DE LINEAS Y REDES ELECTRICAS,Unidad,SERCOP,18000.0,USD,839900113,CPC
ocds-5wno2w-CDC-CNELSTE-003-19-462862,2909047-DS-SO,1,"SERVICIOS DE DISENO ARQUITECTONICO DE EDIFICIOS Y OTRAS ESTRUCTURAS. LOS SERVICIOS DE DISENO PUEDEN CONSISTIR EN UNO O UNA COMBINACION DE,  PREPARACION DE PLANOS DE PLANTAS DEL EDIFICIO, DEL EMPLAZAMIENTO Y DEL ASPECTO EXTERIOR",Unidad,SERCOP,65000.0,USD,832120111,CPC
ocds-5wno2w-CDC-CNELSUC-002-19-462867,2829128-DS-SO,1,SERVICIOS DE CONSULTORIA PARA SISTEMAS ELECTRICOS DE DISTRIBUCION,Unidad,SERCOP,32900.0,USD,831390121,CPC
ocds-5wno2w-CDC-CNELSUC-009-19-462867,2887242-DS-SO,1,FISCALIZACION DE CONSTRUCCION DE OBRAS DE LINEAS Y REDES ELECTRICAS,Unidad,SERCOP,7400.0,USD,839900113,CPC
ocds-5wno2w-CDC-CNELSUC-010-19-462867,2887941-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,25500.0,USD,839900114,CPC
ocds-5wno2w-CDC-CNGOPARE-01-2019-130741,2783886-DS-SO,1," SERVICIOS DE ASISTENCIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LA GESTION DE LOS RECURSOS HUMANOS DE UNA ORGANIZACION. LAS FUNCIONES DE CONSULTORIA EN MATERIA DE RECURSOS HUMANOS PUEDEN INCLUIR LA ACTIVIDAD DE  AUDITORIA DE LA FUNCION ",Unidad,SERCOP,10500.0,USD,831130011,CPC
ocds-5wno2w-CDC-CNIPN-001-2019-774669,2819039-DS-SO,1,SERVICIOS DE PLANIFICACION Y PROYECTOS ,Unidad,SERCOP,4464.28,USD,929000019,CPC
ocds-5wno2w-CDC-CONADIS-01-2019-2797,2915646-DS-SO,1,SERVICIOS DE CONSULTORIA EN DISCAPACIDAD Y MOVILIDAD REDUCIDA,Unidad,SERCOP,12892.0,USD,831130121,CPC
ocds-5wno2w-CDC-CONAFIPS-01-2019-448191,2815843-DS-SO,1,"SERVICIOS DE ASISTENCIA EN MATERIA DE ASESORAMIENTO, ORIENTACION Y OPERACIONALES RELATIVOS A LAS ESFERAS DE DECISION DE CARACTER FINANCIERO, COMO CAPITAL DE EXPLOTACION Y GESTION DE LA LIQUIDEZ, DETERMINACION DE UNA ESTRUCTURA DE CAPITAL APROPIADA",Unidad,SERCOP,15500.0,USD,831120011,CPC
ocds-5wno2w-CDC-CONAFIPS-02-2019-448191,2855765-DS-SO,1,ESTUDIO DE EVALUACION DE RIESGOS,Unidad,SERCOP,8000.0,USD,715510014,CPC
ocds-5wno2w-CDC-CONAFIPS-07-2019-448191,2972787-DS-SO,1,SERVICIOS DE AUDITORIA EXTERNA Y COMISARIOS,Unidad,SERCOP,18000.0,USD,822110111,CPC
ocds-5wno2w-CDCCONAGOPARE0012019-121874,2794210-DS-SO,1,"SERVICIOS DE REPRESENTACION Y ASESORAMIENTO JURIDICOS DURANTE EL PROCESO DE LITIGIO, Y SERVICIOS DE REDACCION DE DOCUMENTACION JURIDICA EN RELACION CON PROCEDIMIENTOS LEGALES. GENERALMENTE ESTO INVOLUCRA LA REPRESENTACION DE UN CLIENTE ANTE UN ORGANO LEGA",Unidad,SERCOP,30000.0,USD,821200011,CPC
ocds-5wno2w-CDC-CONAGOPARE-01-20-98676,2883585-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,47321.42,USD,831110911,CPC
ocds-5wno2w-CDC-CONASA-01-2019-55464,2923831-DS-SO,1,"SOFTWARE, PAQUETES Y APLICACIONES INFORMATICAS",Unidad,SERCOP,7100.0,USD,512900021,CPC
ocds-5wno2w-CDC-CONGOPE-2019-001-69008,2768487-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,25000.0,USD,831110911,CPC
ocds-5wno2w-CDC-CONGOPE-2019-004-69008,2814629-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,20000.0,USD,831110911,CPC
ocds-5wno2w-CDC-CTE-001-2019-388886,2837248-DS-SO,1,"SERVICIOS DE ASESORAMIENTO Y REPRESENTACION JURIDICOS EN PROCEDIMIENTOS  ADMINISTRATIVOS DE TRIBUNALES, JUNTAS, ETC.  NO JUDICIALES, DE CONSULTORIA RELACIONADOS CON PATENTES, MARCAS REGISTRADAS Y DERECHOS DE AUTOR",Unidad,SERCOP,70800.0,USD,821300011,CPC
ocds-5wno2w-CDC-DPNG-006-2019-2639,2927663-DS-SO,1,PRESTACION DE ASESORAMIENTO Y ASISTENCIA EN CUESTIONES RELACIONADAS CON LA GESTION DE LOS RECURSOS INFORMATICOS DE LAS SOCIEDADES O INSTITUCIONES COMO LA  REALIZACION DE UNA AUDITORIA SOBRE LAS OPERACIONES DE LA ORGANIZACION RELACIONADAS CON EQUIPO INFORM,Unidad,SERCOP,6900.0,USD,831410411,CPC
ocds-5wno2w-CDC-CONGOPE-2019-005-69008,2820620-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,51000.0,USD,831110911,CPC
ocds-5wno2w-CDC-CONGOPE-2019-006-69008,2823245-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,31250.0,USD,831110911,CPC
ocds-5wno2w-CDC-CONGOPE-2019-007-69008,2878453-DS-SO,1,PÁGINAS WEB (IMPORTANTE HERRAMIENTA PARA PODER COMUNICARSE CON SUS CLIENTES POTENCIALES),Unidad,SERCOP,40178.57,USD,839100014,CPC
ocds-5wno2w-CDC-CONGOPE-2019-008-69008,2886068-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,10100.0,USD,831110911,CPC
ocds-5wno2w-CDC-CONGOPE-2019-009-69008,2911675-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,30000.0,USD,831110911,CPC
ocds-5wno2w-CDC-CONGOPE-2019-010-69008,2969634-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,4017.86,USD,831110911,CPC
ocds-5wno2w-CDC-CONGOPE-2019-011-69008,2972581-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,7100.0,USD,831110911,CPC
ocds-5wno2w-CDC-CORPAC-001-2019-124557,2919065-DS-SO,1,CONSULTORIA DE TELECOMUNICACIONES,Unidad,SERCOP,5678.44,USD,831390031,CPC
ocds-5wno2w-CDC-CPD-001-2019-62519,2907935-DS-SO,1,SERVICIOS DE INVESTIGACION Y DESARROLLO EXPERIMENTAL EN OTRAS CIENCIAS SOCIALES Y HUMANIDADES,Unidad,SERCOP,42410.71,USD,812900011,CPC
ocds-5wno2w-CDC-CPEC-001-2019-3264,2772530-DS-SO,1,SOPORTE TECNICO INFORMATICO,Unidad,SERCOP,18750.0,USD,831410513,CPC
ocds-5wno2w-CDC-CPEC-002A-2019-3264,2892232-DS-SO,1,"SERVICIOS DE INSPECCIÓN, VERIFICACIÓN Y CERTIFICACIÓN DE BIENES",Unidad,SERCOP,1920.8,USD,831190041,CPC
ocds-5wno2w-CDC-CSC-001-2019-126867,2881483-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,19600.0,USD,831110211,CPC
ocds-5wno2w-CDC-CSC-002-2019-126867,2891874-DS-SO,1,"SERVICIOS DE CONSULTORIA CIENTIFICA PRESTADOS POR MATEMATICOS, ESTADISTICOS, ETC.",Unidad,SERCOP,10200.0,USD,831390011,CPC
ocds-5wno2w-CDC-DD14D04S-001-19-13011,2770335-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,6737.5,USD,831310013,CPC
ocds-5wno2w-CDC-DIGMAT-001-2019-2465,2927145-DS-SO,1,CONSULTORIA EN RESPONSABILIDAD SOCIAL EMPRESARIAL,Unidad,SERCOP,61250.0,USD,831310021,CPC
ocds-5wno2w-CDC-DINARDAP-2019-04-324878,2939060-DS-SO,1,PRESTACION DE ASISTENCIA PARA MANTENER LOS SISTEMAS (PROGRAMAS) INFORMATICOS EN BUEN ESTADO DE FUNCIONAMIENTO. EL MANTENIMIENTO PUEDE SER CORRECTIVO O PREVENTIVO E INCLUIR SERVICIOS COMO EL MEJORAMIENTO DE LOS PROGRAMAS EXISTENTES,Unidad,SERCOP,24000.0,USD,831600111,CPC
ocds-5wno2w-CDC_DP_001_2019-306172,2844230-DS-SO,1,OTROS SERVICIOS DE INGENIERIA PARA OBRAS CONEXAS,Unidad,SERCOP,6346.43,USD,833920316,CPC
ocds-5wno2w-CDC-DPCJZCH-01-2019-6599,2949822-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,475.87,USD,839900114,CPC
ocds-5wno2w-CDC-DPE-002-2019-58233,2916304-DS-SO,1,SERVICIOS DE INVESTIGACION Y DESARROLLO EXPERIMENTAL EN OTRAS CIENCIAS SOCIALES Y HUMANIDADES,Unidad,SERCOP,4464.29,USD,812900011,CPC
ocds-5wno2w-CDC-DP-GA-003-2019-316213,2950171-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,13392.85,USD,831310011,CPC
ocds-5wno2w-CDC-DP-GA-004-2019-316213,2951457-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,13392.85,USD,831310011,CPC
ocds-5wno2w-CDC-DP-GADMM-02-60535,2892365-DS-SO,1,SERVICIOS DE CONSULTORIA PARA OBRAS DE AGUA POTABLE Y SANEAMIENTIO,Unidad,SERCOP,70000.0,USD,8313100124,CPC
ocds-5wno2w-CDC-DPNG-001-2019-2639,2847441-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,47321.43,USD,831310011,CPC
ocds-5wno2w-CDC-DPNG-002-2019-2639,2853692-DS-SO,1,SERVICIOS DE CONSULTORIA EN PLANIFICACION REGIONAL Y ESTADO SOCIO ECONOMICO,Unidad,SERCOP,70645.0,USD,831110212,CPC
ocds-5wno2w-CDC-DPNG-003-2019-2639,2877090-DS-SO,1,SERVICOS DE SUPERVISON EN TRABAJOS DE MANTENMIENTO DE MAQUINARIA INDUSTRIAL,Unidad,SERCOP,17000.0,USD,839900121,CPC
ocds-5wno2w-CDC-DPNG-004-2019-2639,2899203-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,17800.0,USD,831110211,CPC
ocds-5wno2w-CDC-DPNG-007-2019-2639,2941437-DS-SO,1,"TODOS LOS DEMAS SERVICIOS QUE REQUIEREN LOS CONOCIMIENTOS ESPECIALIZADOS DE LOS ARQUITECTOS, COMO EL LEVANTAMIENTO DE PLANOS DEFINITIVOS",Unidad,SERCOP,22000.0,USD,832190111,CPC
ocds-5wno2w-CDC-DT-LAB-001-2019-316213,2902299-DS-SO,1,AUDITORIA DE LOS SISTEMAS DE GESTION DE CALIDAD Y/O AMBIENTAL,Unidad,SERCOP,650.0,USD,831110914,CPC
ocds-5wno2w-CDC-EBE-003-2019-467252,2876115-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,6100.0,USD,831310011,CPC
ocds-5wno2w-CDC-EBE-004-2019-467252,2899680-DS-SO,1,SERVICIOS ELECTRICOS DERIVADOS DE LA INSTALACION DE APARATOS ELECTRICOS,Unidad,SERCOP,14000.0,USD,546110211,CPC
ocds-5wno2w-CDC-EBE-005-2019-467252,2955263-DS-SO,1,SERVICIOS DE AUDITORIA INTERNA,Unidad,SERCOP,4801.5,USD,822110112,CPC
ocds-5wno2w-CDC-ECCEP-001-2019-559669,2766477-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,6673.08,USD,839900111,CPC
ocds-5wno2w-CDC-003-GADMCP-2019-2786,2918832-DS-SO,1,SERVICIOS DE ASISTENCIA OPERACIONALES DE ORIENTACION Y DE ASESORAMIENTO EN RELACION CON LA ESTRATEGIA Y NORMATIVA DE SOCIEDADES Y CON LA PLANIFICACION ESTRUCTURACION Y SUS ACTUACIONES DE CONSULTORIA EN MATERIA DE GESTION GENERAL INCLUYE LAS PLANES DE ESTR,Unidad,SERCOP,28300.0,USD,831110211,CPC
ocds-5wno2w-CDC-003-GADMM-2019-60350,2769320-DS-SO,1,"SERVICIO DE CONSULTORIA DE CATASTRO DE REDES DE ALCANTARILLADO, POZOS DE REVISIÓN, SUMIDEROS, ETC",Unidad,SERCOP,40000.0,USD,831390051,CPC
ocds-5wno2w-CDC-003-GADPC-2019-126395,2976416-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,2000.0,USD,839900114,CPC
ocds-5wno2w-CDC-003-GADPDCT-2019-97167,2977736-DS-SO,1,SERVICIOS DE CONSULTORIA EN CONTRATACION PUBLICA,Unidad,SERCOP,17300.0,USD,831110121,CPC
ocds-5wno2w-CDC-003-GADPG-2019-112312,2950789-DS-SO,1,SERVICIOS DE CONSULTORIA LOGISTICA,Unidad,SERCOP,1500.0,USD,831190011,CPC
ocds-5wno2w-CDC-003-GADPRR-2019-105228,2912442-DS-SO,1,SERVICIOS DE CONSULTORIA LOGISTICA,Unidad,SERCOP,18500.0,USD,831190011,CPC
ocds-5wno2w-CDC-003-GPLU-2019-110779,2797590-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,1000.0,USD,839900114,CPC
ocds-5wno2w-CDC-003-PAM-CON-2019-273812,2887247-DS-SO,1,AUDITORIA DE LOS SISTEMAS DE GESTION DE CALIDAD Y/O AMBIENTAL,Unidad,SERCOP,28583.23,USD,831110914,CPC
ocds-5wno2w-CDC-003-UEPDE-2019-599639,2876761-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,3571.43,USD,831110911,CPC
ocds-5wno2w-CDC-004-GADIPCS-2019-54077,2903564-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,9780.93,USD,839900111,CPC
ocds-5wno2w-CDC-004-GADMCP-2019-2786,2934392-DS-SO,1,"SERVICIOS DE ELABORACION DE PROGRAMAS RELATIVOS AL TERRITORIO, SELECCION, CONTROL Y APROVECHAMIENTO DE SOLARES, REDES VIALES, Y DE ATENCION AL TERRENO CON OBJETO DE URBANIZARLO Y MANTENERLO DE FORMA SISTEMATICA Y COORDINADA COMO LOS ESTUDIOS DE VIABILIDAD",Unidad,SERCOP,65648.74,USD,832210011,CPC
ocds-5wno2w-CDC_004-GADPRR_2019-105228,2913346-DS-SO,1,FISCALIZACION DE OBRAS Y SERVICIOS,Unidad,SERCOP,1500.0,USD,839900114,CPC
ocds-5wno2w-CDC-004-GPLU-2019-110779,2826835-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,3060.57,USD,839900111,CPC
ocds-5wno2w-CDC-004-GPM-2019-2609,2896109-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,14285.0,USD,831110911,CPC
ocds-5wno2w-CDC-004-UEPDE-2019-599639,2885765-DS-SO,1,CONSULTORIA EN GESTION POR PROCESOS,Unidad,SERCOP,3571.43,USD,831110911,CPC
ocds-5wno2w-CDC-005-GADIPCS-2019-54077,2958078-DS-SO,1,"SERVICIOS DE PLANIFICACION, CREACION Y EJECUCION DE LA TOTALIDAD O DE PARTE DE LAS CAMPANAS DE PUBLICIDAD, INCLUIDA LA SELECCION DE LOS MEDIOS DE INFORMACION QUE SE VAN A UTILIZAR, EL DISENO DE ANUNCIOS, ILUSTRACIONES, CARTELES, ETC., CONFECCION DE GUIONE",Unidad,SERCOP,7051.0,USD,836100011,CPC
ocds-5wno2w-CDC-005-GADMA-2019-2741,2877686-DS-SO,1,AUDITORIA AMBIENTAL,Unidad,SERCOP,9810.43,USD,831310013,CPC
ocds-5wno2w-CDC-005-GADMCH-2019-77741,2948734-DS-SO,1,"PRESTACION DE ASESORAMIENTO Y ASISTENCIA EN CUESTIONES RELACIONADAS CON LOS PROGRAMAS DE INFORMATICA, SUMINISTRO DE CONOCIMIENTOS TECNICOS ESPECIALIZADOS PARA LA INTEGRACION DEL EQUIPO Y LOS PROGRAMAS DE INFORMATICA",Unidad,SERCOP,55000.0,USD,831420411,CPC
ocds-5wno2w-CDC-005-GADMCP-2019-2786,2936140-DS-SO,1,SERVICIOS DE CONSULTORIA DEL MEDIO AMBIENTE,Unidad,SERCOP,15178.57,USD,831310011,CPC
ocds-5wno2w-CDC-005-GADMM-2019-60350,2773875-DS-SO,1,FISCALIZACION DE OBRAS DE INGENIERIA CIVIL,Unidad,SERCOP,37664.13,USD,839900111,CPC
