,procuringEntity_name,NF003,NF010,NF011,NF016,NF018,NF019,NF026,NF027,NF031,NF042,NF044,NF047,NF059,NF061,NF062,NF063
395,DIRECCIÓN DISTRITAL 23D01 PARROQUIAS URBANAS RIO VERDE A CHIGUILPE Y PARROQUIAS RURALES ALLURIQUIN A PERIFERIA EDUCACIÓN,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
396,DIRECCIÓN GENERAL DE INTELIGENCIA DE LA POLICIA NACIONAL,4,2,0,0,2,1,3,0,0,2,0,3,0,0,4,0
397,DIRECCIÓN REGIONAL DE TRABAJO 1 DE IBARRA,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0
398,DIRECCIÓN ZONAL ZONA 8 - SECRETARIA TÉCNICA DE GESTIÓN INMOBILIARIA DEL SECTOR PÚBLICO,2,1,0,0,0,1,0,2,0,1,0,6,0,0,2,0
399,DIRECION DISTRITAL 01D08 - SIGSIG - SALUD,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
400,DIRRECION DISTRITAL 06D04 COLTA GUAMOTE EDUCACION,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
401,DISTRITO METROPOLITANO DE GUAYAQUIL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
402,Demarcación Hidrográfica del Guayas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
403,Direccion Distrital 01D01 Parroquias  Urbanas  y Rurales-MIES,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0
404,Direccion Distrital 05D02-La Mana-Educacion,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
405,Direccion Distrital 09D24-Duran-Mies,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
406,Direccion Distrital 10D02 Antonio Ante Otavalo,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0
407,Direccion Distrital 17D08 Parroquias Rurales Conocoto a la Merced MIES,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0
408,Direccion Distrital 24D01 Santa Elena Educacion,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
409,Direccion Provincial de Salud de Bolivar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
410,Dirección CJ El Oro,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
411,"Dirección Distrital 10D01 Ibarra, Pimampiro - San Miguel de Urcuqui - MIES",0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0
412,Dirección Distrital 16D02 - Arajuno - Educación,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
413,Dirección Provincial del Consejo de la Judicatura Morona Santiago,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
414,ELECTRO GENERADORA DEL AUSTRO S.A. ,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0
415,EMAC-BGP ENERGY COMPAÑIA DE ECONOMIA MIXTA CEM,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
416,EMMAIT-EP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,EMPRESA DE CONSTRUCCIONES DEL CAÑAR EP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
418,EMPRESA DE PRODUCCION Y DESARROLLO ESTRATEGICO DE LA UNIVERSIDAD ESTATAL DE MILAGRO,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
419,EMPRESA ELECTRICA AMBATO REGIONAL CENTRO NORTE S.A.,0,2,0,0,0,0,0,0,0,3,0,18,0,0,0,0
420,EMPRESA ELECTRICA AZOGUES C.A.,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0
421,EMPRESA ELECTRICA PROVINCIAL COTOPAXI S.A.,2,2,0,0,1,1,2,1,0,2,0,11,0,0,1,1
422,EMPRESA ELECTRICA PROVINCIAL GALAPAGOS S.A. ,0,5,0,0,0,0,0,0,0,1,0,14,0,1,0,0
423,EMPRESA ELECTRICA REGIONAL CENTROSUR C.A.,23,77,1,0,2,1,31,28,0,5,1,80,0,14,0,13
424,EMPRESA ELECTRICA REGIONAL DEL SUR S.A.,1,21,0,0,0,0,0,0,0,11,0,28,0,0,0,0
425,EMPRESA ELECTRICA REGIONAL NORTE S.A.,4,1,0,0,1,1,0,1,0,1,0,5,0,0,1,0
426,EMPRESA ELECTRICA RIOBAMBA S.A. ,0,3,0,0,0,0,0,0,0,1,0,3,0,1,0,0
427,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,16,54,1,0,1,1,14,22,0,25,5,99,0,7,0,12
428,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,1,9,1,0,2,1,14,20,0,19,0,45,0,3,0,26
429,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE GUAYAQUIL EP - EMAPAG EP,1,24,0,0,0,0,0,0,0,1,0,21,0,0,0,0
430,EMPRESA MUNICIPAL DE ASEO INTEGRAL MONTECRISTI-EP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
431,EMPRESA MUNICIPAL DE ASEO SANTA ROSA EMAS EP,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
432,EMPRESA MUNICIPAL DE MATRICULACION VEHICULAR ESTACIONAMIENTO TARIFADO Y TRANSITO EMMETT-EP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
433,EMPRESA PUBLICA - EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE AMBATO,0,2,0,0,1,0,0,0,0,1,0,7,0,0,2,0
434,EMPRESA PUBLICA CEMENTERIOS CUENCA,0,9,0,0,0,0,0,0,0,11,0,5,0,0,0,0
435,EMPRESA PUBLICA DE AGUA ALCANTARILLADO Y ASEO DE PASAJE AGUAPAS EP,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0
436,EMPRESA PUBLICA DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON SANTA ROSA EMAPASR-EP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
437,EMPRESA PUBLICA DE BIENES Y SERVICIOS UCE PROYECTOS EP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
438,"EMPRESA PUBLICA DE CONSTRUCCIONES, VIVIENDA Y DE ASEO DE SANTO DOMINGO EP -CONST",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
439,"EMPRESA PUBLICA DE DESARROLLO ESTRATEGICO ECUADOR ESTRATEGICO EP, EN LIQUIDACIÓN.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
440,EMPRESA PUBLICA DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS PETROAMAZONAS EP,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0
441,EMPRESA PUBLICA DE INFRAESTRUCTURA Y VIALIDAD DE MANABI MANABI VIAL EP,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0
442,EMPRESA PUBLICA DE MOVILIDAD DE LA MANCOMUNIDAD DE COTOPAXI EPMC,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
443,EMPRESA PUBLICA DE MOVILIDAD DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUALACEO,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
444,EMPRESA PUBLICA DE MOVILIDAD TRANSITO Y TRANSPORTE DE CUENCA,4,3,0,0,1,1,0,0,0,1,0,5,0,1,2,0
445,EMPRESA PUBLICA DE MOVILIDAD TRANSITO Y TRANSPORTE DEL CANTON ZARUMA EMOVTZA-EP,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
446,"EMPRESA PUBLICA DE OBRAS, BIENES Y SERVICIOS SANTA ELENA EP",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
447,EMPRESA PUBLICA DE SERVICIOS ESPOL - TECH E.P.,0,5,0,0,0,1,0,0,0,7,0,11,0,0,0,0
448,"EMPRESA PUBLICA DE SERVICIOS MUNICIPALES OLMEDO-MANABI, EMASERVI-EP",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
449,EMPRESA PUBLICA DE TURISMO QUE REGULA LA ADMINISTRACION Y EL USO DE LOS CENTROS TURISTICOS DE LA PROVINCIA BOLIVAR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
450,EMPRESA PUBLICA DE VIALIDAD DEL SUR (VIALSUR E.P.),0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
451,EMPRESA PUBLICA DEL COMPLEJO TURISTICO DE CHACHIMBIRO,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
452,EMPRESA PUBLICA FLOTA PETROLERA ECUATORIANA -EP FLOPEC-,1,1,0,0,0,1,1,0,1,0,0,2,0,0,1,0
453,EMPRESA PUBLICA HIDROEQUINOCCIO EP.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
454,EMPRESA PUBLICA LA UEMPRENDE EP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
455,EMPRESA PUBLICA METROPOLITANA DE ASEO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
456,EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP,0,9,0,0,0,0,0,0,0,2,0,7,0,0,0,0
457,EMPRESA PUBLICA METROPOLITANA DE RASTRO QUITO,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0
458,"EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE ALCANTARILLADO FAENAMIENTO Y SERVICIOS PUBLICOS DEL CANTON SUCUA, EPMAPAF-SP",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
459,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE ALCANTARILLADO Y SANEAMIENTO BASICO DE PEDRO MONCAYO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
460,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE ALCANTARILLADO Y SANEAMIENTO DE CALVAS EP EMAPAC,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
461,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE DAULE EMAPA EP,0,3,0,0,0,0,0,0,0,1,0,6,0,0,0,0
462,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE CHUNCHI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
463,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PEDERNALES EPMAPA - PED,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON LOMAS DE SARGENTILLO EPMAPALS,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
465,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON MACHALA AGUAS MACHALA EP,1,1,0,0,1,1,0,0,0,2,0,1,0,0,1,0
466,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL TAMBO EMAPAT EP,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
467,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y SANEAMIENTO DE PORTOVIEJO EP,5,8,0,0,2,1,0,0,0,4,0,9,0,0,2,0
468,"EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
469,"EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO, MANEJO PLUVIAL Y DEPURACION DE RESIDUOS LIQUIDOS DEL CANTON MANTA",1,4,0,0,3,0,0,0,0,3,0,2,0,0,3,0
470,EMPRESA PUBLICA MUNICIPAL DE ASEO DE CUENCA EMAC - EP,2,4,0,0,0,1,0,0,0,0,0,8,0,1,0,0
471,EMPRESA PUBLICA MUNICIPAL DE ASEO DE MACHALA EMAM EP,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0
472,EMPRESA PUBLICA MUNICIPAL DE FAENAMIENTO Y PRODUCTOS CARNICOS DE IBARRA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
473,EMPRESA PUBLICA MUNICIPAL DE HABITAT Y VIVIENDA DE RUMIÑAHUI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
474,EMPRESA PUBLICA MUNICIPAL DE MERCADOS Y CAMALES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
475,"EMPRESA PUBLICA MUNICIPAL DE MOVILIDAD, TRANSITO Y TRANSPORTE DE MILAGRO, EMOVIM-EP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,"EMPRESA PUBLICA MUNICIPAL DE TERMINALES TERRESTRES, PARQUE INDUSTRIAL Y DESARROLLO LOCAL PUERTO SECO Y ZONA ROSA EP.",0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
477,EMPRESA PUBLICA MUNICIPAL DE TRANSFORMACION Y COMERCIALIZACION DE PRODUCTOS TIERRAS ALTAS,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
478,EMPRESA PUBLICA MUNICIPAL DE TRANSITO TRANSPORTE TERRESTRE FLUVIAL MARITIMO SEGURIDAD VIAL TERMINAL TERRESTRE Y MOVILIDAD DE SANTA ROSA - EMOVTT SR,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
479,"EMPRESA PUBLICA MUNICIPAL DE TRANSITO Y MOVILIDAD DE GUAYAQUIL, E.P.",1,0,0,0,0,1,0,0,0,14,0,8,0,0,0,1
480,"EMPRESA PUBLICA MUNICIPAL DE TRANSPORTE TERRESTRE, TRANSITO Y SEGURIDAD VIAL DEL CANTON PORTOVIEJO EP, PORTOVIAL EP",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
481,"EMPRESA PUBLICA MUNICIPAL DE TRANSPORTE TERRESTRE,,TRANSITO SEGURIDAD VIAL Y TERMINAL TERRESTRE DEL CANTON QUEVEDO",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
482,EMPRESA PUBLICA MUNICIPAL DE TURISMO COLTA LINDO Y MILENARIO TOURING,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
483,EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE ASEO INTEGRAL DE LOS CANTONES DE CAÑAR BIBLIAN SUSCAL Y EL TAMBO,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0
484,EMPRESA PUBLICA MUNICIPAL PARA LA GESTION INTEGRAL DE LOS DESECHOS SOLIDOS DEL CANTON AMBATO,0,3,0,0,0,0,0,0,0,2,0,8,0,0,0,0
485,EMPRESA PUBLICA MUNICIPAL REGISTRO DE LA PROPIEDAD DE GUAYAQUIL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
486,EMPRESA PUBLICA MUNICIPAL REGISTRO DE LA PROPIEDAD DEL CANTON SANTO DOMINGO,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
487,EMPRESA PUBLICA MUNICIPAL TERMINAL TERRESTRE DE MACHALA EP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
488,"EMPRESA PUBLICA TAME LINEA AEREA DEL ECUADOR TAME EP ""EN LIQUIDACIÓN""",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
489,"EMPRESA PÙBLICA MUNICIPAL DE AGUA POTABLE, Y ALCANTARILLADO, SANEAMIENTO AMBIENTAL, OBRAS Y SERVICIOS PARA EL CANTON QUININDE EMAPASOSQ-EP",1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0
490,EMPRESA PÚBLICA CENTROS DE ENTRENAMIENTO PARA EL ALTO RENDIMIENTO-CEAR EP EN LIQUIDACIÓN,0,0,1,0,0,1,0,6,0,5,2,12,0,0,5,0
491,EMPRESA PÚBLICA DE ADMINISTRACIÓN Y GESTIÓN DE SERVICIOS Y PRODUCTOS DE PROYECTOS DE INVESTIGACIÓN DE LA ESCUELA POLITÉCNICA NACIONAL,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
492,EMPRESA PÚBLICA DE ASEO Y GESTIÓN AMBIENTAL DEL CANTÓN LATACUNGA EPAGAL,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
493,EMPRESA PÚBLICA DE LA UNIVERSIDAD DE CUENCA - UCUENCA EP,0,6,0,0,0,0,0,0,0,1,0,3,0,0,0,0
494,EMPRESA PÚBLICA METROPOLITANA METRO DE QUITO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
495,EMPRESA PÚBLICA MUNICIPAL EN MANCOMUNIDAD PARA  LA RECOLECCIÓN  Y PROCESAMIENTO  DE  DESECHOS  SOLIDOS,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
496,"EMPRESA PÚBLICA MUNICIPAL MANCOMUNADA DE AGUA POTABLE, ALCANTARILLADO SANITARIO Y PLUVIAL Y DEPURACION Y APROVECHAMIENTO DE AGUAS RESIDUALES SANEAMIENTO AGUAPEN-EP",0,1,0,0,0,0,0,0,0,7,0,7,0,0,0,0
497,"EMPRESA PÚBLICA MUNICIPAL PARA LA GESTION DE LA INNOVACION Y LA COMPETITIVIDAD, EP",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
498,"EMPRESA PÚBLICA MUNICIPAL TERMINAL TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL DEL CANTÓN BABAHOYO",0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0
499,EMPRESA PÚBLICA PROVINCIAL SANTO DOMINGO CONSTRUYE EP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500,"EMPRESA TURISTICA DE PICHINCHA MITAD DEL MUNDO ""EP""",1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
501,EMPRESAPUBLICAMUNICIPALDESERVICIOSDERASTROYPLAZASDEGANADO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
502,EMSAAIRPORT SERVICES CEM,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
503,EOD DISTRITO METROPOLITANO DE QUITO,3,3,0,0,1,0,2,0,0,1,0,1,0,0,3,0
504,ESCUELA DE FORMACION DE POLICIAS CBOS. JOSE LUIS MEJIA SOLORZANO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
505,ESCUELA DEL ESTADO MAYOR,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
506,ESCUELA SUPERIOR MIL,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0
507,ESCUELA SUPERIOR MILITAR DE AVIACION COSME RENNELLA BARBATTO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,0,4,0,0,1,0,0,0,0,3,0,12,0,0,1,0
509,ESPE-INNOVATIVA E.P.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,ESTACION EXPERIMENTAL LITORAL SUR,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
511,ESTACION EXPERIMENTAL TROPICAL PICHILINGUE,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0
512,ESTACION NAVAL CENTRO,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0
513,ESTACION NAVAL DE QUITO,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
514,EXPLOCEN C.A.,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0
515,Educar con Ternura,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
516,Empresa Publica Cuerpo de Bomberos de Milagro EP-CBM,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0
517,Empresa Publica Metropolitana de Movilidad y Obras Publicas,1,0,0,0,0,1,0,1,0,3,1,4,0,0,0,0
518,Empresa Publica Municipal de Agua Potable y Alcantarillado de Ibarra,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
519,Empresa Publica Municipal de Agua Potable y Alcantarillado del Cantòn Lago Agrio,0,1,0,0,0,0,0,0,0,17,0,12,0,0,0,0
520,Empresa Publica Municipal del Registro de la Propiedad del cantón Portoviejo EP,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0
521,Empresa Publica Vial del Gobierno Autonomo provincial de Orellana,2,2,0,0,2,0,0,0,0,0,0,1,0,0,2,0
522,"Empresa Publica de Mantenimiento, Infraestructura, Vialidad, Ambiente y Mineria de Paute-Vialmin EP",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
523,Empresa Publica de Vialidad Zamora Chinchipe,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0
524,Empresa Publica del Agua EPA EP,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
525,Empresa Pública Empresa Municipal Mercado Mayorista Ambato,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
526,Empresa Pública Metropolitana de Agua Potable y Saneamiento,1,5,1,0,5,1,1,4,0,4,1,8,0,0,0,4
527,Empresa Pública Metropolitana de Gestión Integral de Residuos Sólidos,0,1,0,0,0,0,0,0,0,15,0,8,0,0,0,0
528,Empresa Pública Metropolitana de servicios aeroportuarios y Gestión de Zonas Francas y Regímenes Especiales,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
529,Empresa Pública Municipal Mancomunada de Aseo Integral de la Cuenca del Jubones,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
530,"Empresa Pública Municipal de Telecomunicaciones, Agua Potable, Alcantarillado y Saneamiento de Cuenca ETAPA EP",1,9,0,0,0,0,0,0,0,4,0,6,0,0,0,0
531,Empresa Pública Municipal de Tránsito y Movilidad de Durán,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
532,Empresa Pública Municipal de Vivienda de Loja VIVEM EP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
533,Empresa Pública de Agua Potable y Alcantarillado del Cantón Zamora EP EMAPAZ EP,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
534,Empresa Pública de hidrocarburos del Ecuador EP PETROECUADOR,10,15,1,0,6,1,0,3,0,8,0,30,0,4,6,5
535,Empresa Pública de Áridos y Asfaltos del Azuay,2,2,0,0,1,0,0,0,0,0,0,5,0,0,1,0
536,Empresa Universitaria de Salud  EP EUS EP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
537,"Escuela Superior Politecnica Agropecuaria de Manabi ""Manuel Felix Lopez""",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
538,Escuela Superior Politécnica del Litoral,0,7,0,0,0,0,0,0,0,30,0,34,0,0,0,0
539,Escuela de Policia Jose L. A. Rosero L.,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0
540,Escuela de la Marina Mercante Nacional,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,FABRICAMOS ECUADOR FABREC EP,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
542,FACULTAD DE CIENCIAS MEDICAS UCE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
543,FACULTAD DE INGENIERIA Y CIENCIAS APLICADAS,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
544,FAE COMANDO GENERAL,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
545,FAME S.A.,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,FEDERACION DE CENTROS AWA DEL ECUADOR FCAE,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
547,FEDERACION DEPORTIVA DE IMBABURA,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
548,FEDERACION DEPORTIVA DEL AZUAY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,FEDERACION DEPORTIVA DEL GUAYAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
550,FEDERACION DEPORTIVA PROVINCIAL DE LOJA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
551,FEDERACION DEPORTIVA PROVINCIAL DE LOS RIOS,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
552,FEDERACION DEPORTIVA PROVINCIAL DE SANTA ELENA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
553,FEDERACION DEPORTIVA PROVINCIAL DE SANTO DOMINGO DE LOS TSACHILAS,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
554,FEDERACION DEPORTIVA PROVINCIAL DEL CAÑAR,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
555,FEDERACION ECUATORIANA DE ATLETISMO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
556,FEDERACION ECUATORIANA DE LEVANTAMIENTO DE PESAS,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
557,FEDERACION ECUATORIANA HOCKEY SOBRE CESPED,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
558,FEDERACION PROVINCIAL DE LIGAS BARRIALES Y PARROQUIALES DE MANABI,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
559,FEDERACIÓN DEPORTIVA DEL CARCHI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
560,FEDERACIÓN DEPORTIVA PROVINCIAL DE ORELLANA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
561,"FIDEICOMIFIDEICOMISO DE TENENCIA, ADMINISTRACION Y GESTION INMOBILIARIA BIESS - RIO POVESO DE TENENCIA, ADMINISTRACION Y GESTION INMOBILIARIA BIESS - RIO POVE",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,FIDEICOMISO ADMINISTRACION SOLUCION HIPOTECARIA 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,FIDEICOMISO BIESS-SEDE SOCIAL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,FIDEICOMISO DE FONDO DE SEGUROS PRIVADOS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,FIDEICOMISO DE INVERSION Y ADMINISTRACION DEL IESS PARA EL DESARROLLO DEL MERCADO INMOBILIARIO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,FIDEICOMISO DE INVERSION Y ADMINISTRACIÓN DEL IESS PARA EL DESARROLLO DEL SECTOR INDUSTRIAL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,"FIDEICOMISO DE INVERSION, ADMINISTRACION, GARANTIA Y PAGO PROYECTO TOACHI PILATON",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,FIDEICOMISO DEL SEGURO DE DEPOSITOS DE LAS ENTIDADES DEL SECTOR FINANCIERO POPULAR Y SOLIDARIO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,FIDEICOMISO DEL SEGURO DE DEPOSITOS DE LAS ENTIDADES DEL SECTOR FINANCIERO PRIVADO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,FIDEICOMISO MERCANTIL FONDO AMBIENTAL PARA LA PROTECCION DE LAS CUENCAS  Y AGUA - FONAG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
571,FIDEICOMISO MERCANTIL PROYECTO TERMOELECTRICO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,FISCALIA DE BOLIVAR,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
573,FISCALIA DE IMBABURA,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0
