procuringEntity_name,Sector,NF003,NF010,NF016,NF018,NF026,NF027,NF031,NF042,NF044,NF047,NF059,NF061,NF062,NF063,RF cases,Total cases,Total RF,Relacion contratos,Densidad RF
DIRECCION DISTRITAL 17D06 PARROQUIAS URBANAS: (CHILIBULO A LA FERROVIARIA) Y PARROQUIAS RURALES: (LLOA) EDUCACION,Educacion,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,43,5,0.09302325581395349,1.25
DIRECCION DISTRITAL 17D07 PARROQUIAS URBANAS CHILLOGALLO A LA ECUATORIANA EDUCACION,Educacion,1,0,0,0,0,0,0,0,0,5,0,0,1,0,5,8,7,0.625,1.4
DIRECCION DISTRITAL 17D09-PARROQUIAS RURALES (TUMBACO A TABABELA,Direccion Distrital,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,31,21,0.6774193548387096,1.0
DIRECCION DISTRITAL 17D11-MEJIA-RUMIÑAHUI-SALUD,Salud,0,0,0,0,0,0,0,2,0,12,0,0,0,0,12,18,14,0.6666666666666666,1.1666666666666667
DIRECCION DISTRITAL 17D12 - PEDRO VICENTE MALDONADO - PUERTO QUITO - SAN MIGUEL DE LOS BANCOS  - SALUD,Salud,0,0,0,0,0,0,0,8,0,1,0,0,0,0,9,9,9,1.0,1.0
DIRECCION DISTRITAL 18D01 PARROQUIAS URBANAS LA PENINSULA A SAN FRANCISCO Y PARROQUIAS RURALES AUGUSTO N. MARTINEZ A ATAHUALPA MIES,Bienestar Social,0,0,0,0,0,0,0,1,0,4,0,0,0,0,5,7,5,0.7142857142857143,1.0
DIRECCION DISTRITAL 18D02 - PARROQUIAS URBANAS: (CELIANO MONGE A PISHILATA) Y PARROQUIAS RURALES: (HUACHI GRANDE A TOTORAS) - SALUD,Salud,0,0,0,0,0,0,0,1,0,8,0,0,0,0,8,8,9,1.0,1.125
DIRECCION DISTRITAL 18D03 - BAÑOS DE AGUA SANTA - SALUD,Salud,0,0,0,0,0,0,0,14,0,20,0,0,0,0,28,37,34,0.7567567567567568,1.2142857142857142
DIRECCION DISTRITAL 18D03-BAÑOS DE AGUA SANTA-EDUCACION,Educacion,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,20,14,0.7,1.0
DIRECCION DISTRITAL 18D04-PATATE-SANPEDRO DE PELILEO-SALUD,Salud,0,0,0,0,0,0,0,8,0,8,0,0,0,0,13,16,16,0.8125,1.2307692307692308
DIRECCION DISTRITAL 18D05 SANTIAGO DE PILLARO EDUCACION,Educacion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCION DISTRITAL 18D06-CEVALLOS A TISALEO-SALUD,Salud,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,5,1.0,1.0
DIRECCION DISTRITAL 19D01 ZAMORA-YACUAMBI-SALUD,Salud,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,8,7,0.875,1.0
DIRECCION DISTRITAL 19D01-YACUAMBI-ZAMORA-MIES,Bienestar Social,0,0,0,0,0,0,0,9,0,1,0,0,0,0,10,26,10,0.38461538461538464,1.0
DIRECCION DISTRITAL 19D01-YACUAMBI-ZAMORA-ZAMORA CHINCHIPE-MTOP,Transporte,0,0,0,0,0,0,0,2,0,6,0,0,0,0,6,6,8,1.0,1.3333333333333333
DIRECCION DISTRITAL 19D02 CENTINELA DEL CONDOR NANGARITZA PAQUISHA EDUCACION,Educacion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,29,1,0.034482758620689655,1.0
DIRECCION DISTRITAL 19D02 CENTINELA DEL CONDOR-NANGARITZA-PAQUISHA-SALUD,Salud,0,0,0,0,0,0,0,18,0,20,0,0,0,0,29,38,38,0.7631578947368421,1.3103448275862069
DIRECCION DISTRITAL 19D03-CHINCHIPE-PALANDA-EDUCACION,Educacion,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,24,7,0.2916666666666667,1.0
DIRECCION DISTRITAL 19D04-EL PANGUI-YANTZAZA-SALUD,Salud,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
DIRECCION DISTRITAL 20D01- SAN CRISTOBAL- SANTA CRUZ- ISABELA- MAG,Agricultura y Ganaderia,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,29,15,0.5172413793103449,1.0
DIRECCION DISTRITAL 21D02 - LAGO AGRIO - MIES,Bienestar Social,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
DIRECCION DISTRITAL 21D02C01-NUEVA LOJA-SUCUMBIOS-MTOP,Transporte,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,3,5,1.0,1.6666666666666667
DIRECCION DISTRITAL 21D04 SHUSHUFINDI EDUCACION,Educacion,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,16,10,0.625,1.0
DIRECCION DISTRITAL 21D04-SHUSHUFINDI-SALUD TIPO I,Salud,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,5,4,0.6,1.3333333333333333
DIRECCION DISTRITAL 22D01- LA JOYA DE LOS SACHAS-SALUD,Salud,0,0,0,0,0,0,0,6,0,20,0,0,0,0,24,34,26,0.7058823529411765,1.0833333333333333
DIRECCION DISTRITAL 22D02 LORETO-ORELLANA-EDUCACION,Educacion,0,0,0,0,0,0,0,1,0,5,0,0,0,0,5,12,6,0.4166666666666667,1.2
DIRECCION DISTRITAL 22D02 ORELLANA - LORETO SALUD,Salud,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0.75,1.0
DIRECCION DISTRITAL 22D02-LORETO-ORELLANA MIES,Bienestar Social,0,0,0,0,0,0,0,1,0,4,0,0,0,0,5,26,5,0.19230769230769232,1.0
DIRECCION DISTRITAL 23D01 - PARROQUIAS URBANAS RIO VERDE A CHIGUILPE Y PARROQUIAS RURALES ALLURIQUIN A PERIFERIA- MAG,Agricultura y Ganaderia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,1,0.08333333333333333,1.0
DIRECCION DISTRITAL 23D01-PARROQUIAS URBANAS RIO VERDE A CHIGUILPE Y PARROQUIAS RURALES ALLURIQUIN A PERIFERIA - MIES,Bienestar Social,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
DIRECCION DISTRITAL 23D02-PARROQUIAS URBANAS: (ABRAHAM CALAZACON-BOMBOLI) Y PARROQUIAS RURALES: (SAN JACINTO DEL BUA A PERIFERIA 2) -SALUD,Salud,0,0,0,0,0,0,0,1,0,7,0,0,0,0,8,9,8,0.8888888888888888,1.0
DIRECCION DISTRITAL 24D01 SANTA ELENA MTOP,Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCION DISTRITAL 24D01- SANTA ELENA - SALUD,Salud,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
DIRECCION DISTRITAL 24D02 - LA LIBERTAD - SALINAS - MIES,Bienestar Social,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,27,5,0.18518518518518517,1.0
DIRECCION DISTRITAL DE SALUD N 10D01,Salud,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,4,0.6666666666666666,1.0
DIRECCION DISTRITAL DE SALUD N 13D08,Salud,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,2,0.6666666666666666,1.0
DIRECCION DISTRITAL DE SALUD N.- 01D06,Salud,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0.6,1.0
DIRECCION DISTRITAL DE SALUD NO. 08D05,Salud,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
DIRECCION DISTRITAL DE SALUD NO. 09D21,Salud,0,0,0,0,0,0,0,2,0,11,0,0,0,0,11,11,13,1.0,1.1818181818181819
DIRECCION DISTRITAL DE SALUD NO. 17D10,Salud,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,6,1.0,1.0
DIRECCION DISTRITAL DE SALUD NO.09D22,Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCION DISTRITAL DE TRANSPORTE Y OBRAS PUBLICAS DE SANTO DOMINGO DE LOS TSACHILAS,Transporte,0,0,0,0,0,1,0,2,0,9,0,0,0,0,9,9,12,1.0,1.3333333333333333
DIRECCION DISTRITAL MIES BABAHOYO,Bienestar Social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCION DISTRITAL N 23D03 - LA CONCORDIA - SALUD,Salud,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
DIRECCION DISTRITAL NO. 08D02 - ELOY ALFARO - SALUD,Salud,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
DIRECCION DISTRITAL-06D01-CHAMBO-RIOBAMBA-MIES,Bienestar Social,0,0,0,0,0,0,0,10,0,3,0,0,0,0,12,33,13,0.36363636363636365,1.0833333333333333
DIRECCION DISTRITAL-09D09-TARQUI3-MIES,Bienestar Social,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,4,5,1.0,1.25
DIRECCION DISTRITAL06D03-CUMANDA-PALLATANGA-EDUCACION,Educacion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCION DISTRITAL08D04,Direccion Distrital,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,5,1.0,1.0
DIRECCION GENERAL DE AVIACION CIVIL,Defensa Nacional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCION GENERAL DE AVIACION CIVIL DIRECCION REGIONAL III,Defensa Nacional,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
DIRECCION NACIONAL DE ANTINARCOTICOS,Defensa Nacional,4,0,0,4,4,0,0,4,0,2,0,0,6,0,7,7,24,1.0,3.4285714285714284
DIRECCION NACIONAL DE LA POLICIA JUDICIAL,Seguridad,2,0,0,0,1,0,0,1,0,2,0,0,1,0,2,2,7,1.0,3.5
DIRECCION NACIONAL DE REGISTROS PUBLICOS,Administrativo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCION PROVINCIAL DEL AMBIENTE DE MORONA SANTIAGO,Ambiente,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0.25,1.0
DIRECCION PROVINCIAL DEL AMBIENTE TUNGURAHUA,Ambiente,0,0,0,0,0,0,0,5,0,6,0,0,0,0,8,21,11,0.38095238095238093,1.375
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI,Jurisdiccional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA,Jurisdiccional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA LOJA,Jurisdiccional,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,7,1.0,1.0
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA,Jurisdiccional,0,0,0,0,0,0,0,10,0,6,0,0,0,0,16,31,16,0.5161290322580645,1.0
DIRECCION PROVINCIAL DEL ORO,Direccion Regional,0,0,0,0,0,0,0,16,0,3,0,0,0,0,16,33,19,0.48484848484848486,1.1875
DIRECCION REGIONAL DE TRABAJO Y SERVICIO PUBLICO-DIRECCION REGIONAL PORTVIEJO,Administrativo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCION ZONAL - ZONA 4 - SECRETARIA TECNICA DE GESTION INMOBILIARIA DEL SECTOR PUBLICO,Construccion,0,0,0,0,0,0,0,5,0,2,0,0,0,0,7,30,7,0.23333333333333334,1.0
DIRECCIÒN DISTRITAL 17D04 PUENGASI A ITCHIMBIA SALUD,Salud,0,0,0,0,0,0,0,1,0,10,0,0,0,0,10,10,11,1.0,1.1
DIRECCIÓN DE MOVILIZACIÓN DEL CC.FF.AA.,Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCIÓN DISTRITAL 09D10 - PARROQUIAS RURALES: (PROGRESO A ÁREA DE EXPANSIÓN DE GUAYAQUIL ) - EDUCACIÓN,Educacion,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,20,4,0.2,1.0
DIRECCIÓN DISTRITAL 10D01-IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUÍ-IMBABURA-MTOP,Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCIÓN DISTRITAL 11D01-LOJA-LOJA-MTOP,Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
DIRECCIÓN DISTRITAL 13D 05 - EL CARMEN - SALUD,Salud,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,2,0.5,1.0
DIRECCIÓN DISTRITAL 13D11 SAN VICENTE-SUCRE-EDUCACION,Educacion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
DIRECCIÓN DISTRITAL 14D01- MORONA - EDUCACIÓN,Educacion,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,6,8,0.6666666666666666,2.0
DIRECCIÓN DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO SALUD,Salud,0,0,0,0,0,0,0,3,0,12,0,0,0,0,13,14,15,0.9285714285714286,1.1538461538461537
DIRECCIÓN DISTRITAL 23D01 PARROQUIAS URBANAS RIO VERDE A CHIGUILPE Y PARROQUIAS RURALES ALLURIQUIN A PERIFERIA EDUCACIÓN,Educacion,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,12,9,0.75,1.0
DIRECCIÓN GENERAL DE INTELIGENCIA DE LA POLICIA NACIONAL,Seguridad,4,0,0,2,3,0,0,2,0,3,0,0,4,0,4,4,18,1.0,4.5
DIRECCIÓN REGIONAL DE TRABAJO 1 DE IBARRA,Trabajo,0,0,0,0,0,0,0,6,0,5,0,0,0,0,9,14,11,0.6428571428571429,1.2222222222222223
DIRECCIÓN ZONAL ZONA 8 - SECRETARIA TÉCNICA DE GESTIÓN INMOBILIARIA DEL SECTOR PÚBLICO,Construccion,2,0,0,0,0,2,0,1,0,6,0,0,2,0,6,6,13,1.0,2.1666666666666665
DIRECION DISTRITAL 01D08 - SIGSIG - SALUD,Salud,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,7,6,0.8571428571428571,1.0
DIRRECION DISTRITAL 06D04 COLTA GUAMOTE EDUCACION,Educacion,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,0.2,1.0
DISTRITO METROPOLITANO DE GUAYAQUIL,Legislativo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DEMARCACIÓN HIDROGRÁFICA DEL GUAYAS,Hidráulico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCION DISTRITAL 01D01 PARROQUIAS  URBANAS  Y RURALES-MIES,Direccion Distrital,0,0,0,0,0,0,0,5,0,2,0,0,0,0,7,28,7,0.25,1.0
DIRECCION DISTRITAL 05D02-LA MANA-EDUCACION,Educacion,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
DIRECCION DISTRITAL 09D24-DURAN-MIES,Bienestar Social,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,21,3,0.14285714285714285,1.0
DIRECCION DISTRITAL 10D02 ANTONIO ANTE OTAVALO,Direccion Distrital,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,4,5,1.0,1.25
DIRECCION DISTRITAL 17D08 PARROQUIAS RURALES CONOCOTO A LA MERCED MIES,Bienestar Social,0,0,0,0,0,0,0,1,0,15,0,0,0,0,16,22,16,0.7272727272727273,1.0
DIRECCION DISTRITAL 24D01 SANTA ELENA EDUCACION,Educacion,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,17,6,0.35294117647058826,1.0
DIRECCION PROVINCIAL DE SALUD DE BOLIVAR,Salud,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
DIRECCIÓN CJ EL ORO,Direccion Distrital,0,0,0,0,0,0,0,3,0,2,0,0,0,0,3,6,5,0.5,1.6666666666666667
"DIRECCIÓN DISTRITAL 10D01 IBARRA, PIMAMPIRO - SAN MIGUEL DE URCUQUI - MIES",Bienestar Social,0,0,0,0,0,0,0,2,0,6,0,0,0,0,8,13,8,0.6153846153846154,1.0
DIRECCIÓN DISTRITAL 16D02 - ARAJUNO - EDUCACIÓN,Educacion,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,39,12,0.3076923076923077,1.0
DIRECCIÓN PROVINCIAL DEL CONSEJO DE LA JUDICATURA MORONA SANTIAGO,Jurisdiccional,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
ELECTRO GENERADORA DEL AUSTRO S.A. ,Electrico,0,0,1,0,0,0,0,0,0,7,0,0,0,0,8,9,8,0.8888888888888888,1.0
EMAC-BGP ENERGY COMPAÑIA DE ECONOMIA MIXTA CEM,Electrico,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
EMMAIT-EP,Electrico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA DE CONSTRUCCIONES DEL CAÑAR EP,Construccion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,0.2,1.0
EMPRESA DE PRODUCCION Y DESARROLLO ESTRATEGICO DE LA UNIVERSIDAD ESTATAL DE MILAGRO,Construccion,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
EMPRESA ELECTRICA AMBATO REGIONAL CENTRO NORTE S.A.,Electrico,0,0,0,0,0,0,0,3,0,18,0,0,0,0,21,37,21,0.5675675675675675,1.0
EMPRESA ELECTRICA AZOGUES C.A.,Electrico,0,0,0,0,0,0,0,6,0,1,0,0,0,0,7,7,7,1.0,1.0
EMPRESA ELECTRICA PROVINCIAL COTOPAXI S.A.,Electrico,2,0,0,1,2,1,0,2,0,11,0,0,1,1,13,14,20,0.9285714285714286,1.5384615384615385
EMPRESA ELECTRICA PROVINCIAL GALAPAGOS S.A. ,Electrico,0,0,0,0,0,0,0,1,0,14,0,1,0,0,14,14,16,1.0,1.1428571428571428
EMPRESA ELECTRICA REGIONAL CENTROSUR C.A.,Electrico,23,0,0,2,31,28,0,5,1,80,0,14,0,13,85,87,184,0.9770114942528736,2.164705882352941
EMPRESA ELECTRICA REGIONAL DEL SUR S.A.,Electrico,1,0,0,0,0,0,0,11,0,28,0,0,0,0,35,47,40,0.7446808510638298,1.1428571428571428
EMPRESA ELECTRICA REGIONAL NORTE S.A.,Electrico,4,0,0,1,0,1,0,1,0,5,0,0,1,0,5,5,13,1.0,2.6
EMPRESA ELECTRICA RIOBAMBA S.A. ,Electrico,0,0,0,0,0,0,0,1,0,3,0,1,0,0,3,7,5,0.42857142857142855,1.6666666666666667
EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,Electrico,16,1,0,1,14,22,0,25,5,99,0,7,0,12,104,117,190,0.8888888888888888,1.8269230769230769
EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,Electrico,1,0,0,2,14,20,0,19,0,45,0,3,0,26,60,63,104,0.9523809523809523,1.7333333333333334
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE GUAYAQUIL EP - EMAPAG EP,Hidráulico,1,0,0,0,0,0,0,1,0,21,0,0,0,0,22,24,23,0.9166666666666666,1.0454545454545454
EMPRESA MUNICIPAL DE ASEO INTEGRAL MONTECRISTI-EP,Limpieza,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA MUNICIPAL DE ASEO SANTA ROSA EMAS EP,Limpieza,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,2,0.6666666666666666,1.0
EMPRESA MUNICIPAL DE MATRICULACION VEHICULAR ESTACIONAMIENTO TARIFADO Y TRANSITO EMMETT-EP,Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA - EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE AMBATO,Hidráulico,0,0,0,1,0,0,0,1,0,7,0,0,2,0,7,8,11,0.875,1.5714285714285714
EMPRESA PUBLICA CEMENTERIOS CUENCA,Administrativo,0,0,0,0,0,0,0,11,0,5,0,0,0,0,15,51,16,0.29411764705882354,1.0666666666666667
EMPRESA PUBLICA DE AGUA ALCANTARILLADO Y ASEO DE PASAJE AGUAPAS EP,Hidráulico,0,0,0,0,0,0,0,9,0,6,0,0,0,0,13,14,15,0.9285714285714286,1.1538461538461537
EMPRESA PUBLICA DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON SANTA ROSA EMAPASR-EP,Hidráulico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,22,1,0.045454545454545456,1.0
EMPRESA PUBLICA DE BIENES Y SERVICIOS UCE PROYECTOS EP,Comercio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0.5,1.0
"EMPRESA PUBLICA DE CONSTRUCCIONES, VIVIENDA Y DE ASEO DE SANTO DOMINGO EP -CONST",Construccion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0.3333333333333333,1.0
"EMPRESA PUBLICA DE DESARROLLO ESTRATEGICO ECUADOR ESTRATEGICO EP, EN LIQUIDACIÓN.",Comercio,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,1.0,3.0
EMPRESA PUBLICA DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS PETROAMAZONAS EP,Comercio,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,23,13,0.5652173913043478,1.0
EMPRESA PUBLICA DE INFRAESTRUCTURA Y VIALIDAD DE MANABI MANABI VIAL EP,Construccion,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,4,1.0,2.0
EMPRESA PUBLICA DE MOVILIDAD DE LA MANCOMUNIDAD DE COTOPAXI EPMC,Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA DE MOVILIDAD DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUALACEO,Transporte,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA DE MOVILIDAD TRANSITO Y TRANSPORTE DE CUENCA,Transporte,4,0,0,1,0,0,0,1,0,5,0,1,2,0,5,5,14,1.0,2.8
EMPRESA PUBLICA DE MOVILIDAD TRANSITO Y TRANSPORTE DEL CANTON ZARUMA EMOVTZA-EP,Transporte,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
"EMPRESA PUBLICA DE OBRAS, BIENES Y SERVICIOS SANTA ELENA EP",Comercio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA DE SERVICIOS ESPOL - TECH E.P.,Servicios,0,0,0,0,0,0,0,7,0,11,0,0,0,0,15,55,18,0.2727272727272727,1.2
"EMPRESA PUBLICA DE SERVICIOS MUNICIPALES OLMEDO-MANABI, EMASERVI-EP",Servicios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA DE TURISMO QUE REGULA LA ADMINISTRACION Y EL USO DE LOS CENTROS TURISTICOS DE LA PROVINCIA BOLIVAR,Turismo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0.25,1.0
EMPRESA PUBLICA DE VIALIDAD DEL SUR (VIALSUR E.P.),Transporte,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
EMPRESA PUBLICA DEL COMPLEJO TURISTICO DE CHACHIMBIRO,Turismo,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,4,0.6666666666666666,1.0
EMPRESA PUBLICA FLOTA PETROLERA ECUATORIANA -EP FLOPEC-,Servicios,1,0,0,0,1,0,1,0,0,2,0,0,1,0,2,2,6,1.0,3.0
EMPRESA PUBLICA HIDROEQUINOCCIO EP.,Hidráulico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA LA UEMPRENDE EP,Servicios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA METROPOLITANA DE ASEO,Limpieza,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP,Seguridad,0,0,0,0,0,0,0,2,0,7,0,0,0,0,8,9,9,0.8888888888888888,1.125
EMPRESA PUBLICA METROPOLITANA DE RASTRO QUITO,Limpieza,0,0,0,0,0,0,0,10,0,2,0,0,0,0,10,26,12,0.38461538461538464,1.2
"EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE ALCANTARILLADO FAENAMIENTO Y SERVICIOS PUBLICOS DEL CANTON SUCUA, EPMAPAF-SP",Hidráulico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE ALCANTARILLADO Y SANEAMIENTO BASICO DE PEDRO MONCAYO,Hidráulico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE ALCANTARILLADO Y SANEAMIENTO DE CALVAS EP EMAPAC,Hidráulico,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE DAULE EMAPA EP,Hidráulico,0,0,0,0,0,0,0,1,0,6,0,0,0,0,6,8,7,0.75,1.1666666666666667
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE CHUNCHI,Hidráulico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,36,1,0.027777777777777776,1.0
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PEDERNALES EPMAPA - PED,Hidráulico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON LOMAS DE SARGENTILLO EPMAPALS,Hidráulico,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,2,0.6666666666666666,1.0
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON MACHALA AGUAS MACHALA EP,Hidráulico,1,0,0,1,0,0,0,2,0,1,0,0,1,0,2,2,6,1.0,3.0
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL TAMBO EMAPAT EP,Hidráulico,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y SANEAMIENTO DE PORTOVIEJO EP,Hidráulico,5,0,0,2,0,0,0,4,0,9,0,0,2,0,9,10,22,0.9,2.4444444444444446
